No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
2056,WISEA J220149.00-600453.8,330.4542,-60.08163,G,29826.0,0.099489,SUN,16.4r,6.987,2,0,20,4,1,0,0
2063,WISEA J220149.47-595532.7,330.45614,-59.92576,G,28803.0,0.096078,PUN,,2.402,2,0,46,6,1,2,0
2108,WISEA J220150.94-595820.8,330.46227,-59.97245,G,27035.0,0.09018,PUN,18.42,0.453,1,0,28,5,1,2,0
2120,Abell 3827:[MWS2015] N.6,330.465,-59.94511,G,29979.0,0.1,UUN,,1.218,1,0,0,1,1,0,0
2167,2MASS J22015271-5956473,330.46964,-59.9465,G,28888.0,0.09636,UUN,16.2r,1.134,2,0,12,4,2,0,0
2173,ABELL 3827:[CGV2010] 1327,330.46996,-59.94381,G,33817.0,0.112801,UUN,18.0r,1.296,1,0,2,1,1,0,0
2175,2MASS J22015281-5956417,330.47005,-59.94494,G,29898.0,0.09973,UUN,16.1r,1.228,2,0,8,3,2,0,0
2185,ESO 146-IG 005,330.47095,-59.94539,GGroup,29917.0,0.099792,SUN,15.75,1.203,12,1,8,4,3,12,1
2191,PSZRX G332.21-46.37,330.47177,-59.96075,XrayS,29380.0,0.098,SST,,0.305,1,0,0,1,1,0,0
2195,ESO 146-IG 005 NED01,330.47231,-59.94539,G,29917.0,0.099792,SUN,16.1r,1.208,11,0,20,9,7,2,1
2198,ABELL 3827,330.4727,-59.9473,GClstr,29260.0,0.0976,UUN,16.6J,1.095,138,0,2,34,43,0,0
2233,2MASX J22015411-5956457,330.47521,-59.94595,G,29652.0,0.09891,UUN,20.42,1.187,2,0,18,4,2,2,1
2257,WISEA J220154.91-600305.1,330.4788,-60.05142,G,34774.0,0.115992,PUN,18.17,5.174,1,0,28,5,1,2,0
2266,WISEA J220155.35-601102.9,330.48067,-60.18415,G,28093.0,0.093708,SUN,17.97,13.132,4,0,31,7,2,2,0
2275,WISEA J220155.82-595328.1,330.4826,-59.89116,G,29622.0,0.098808,SUN,18.02,4.475,4,0,29,6,2,2,0
2421,WISEA J220201.33-600656.9,330.50556,-60.11581,G,29550.0,0.098568,SUN,18.03,9.098,4,0,33,7,2,2,0
2558,WISEA J220207.23-595815.4,330.53014,-59.97095,G,30671.0,0.102307,SUN,18.37,1.908,4,0,29,6,2,2,0
2574,WISEA J220207.99-595355.4,330.53331,-59.89874,G,116349.0,0.3881,PUN,19.0r,4.459,2,0,33,5,1,0,0
2668,WISEA J220211.81-595200.7,330.54923,-59.86688,G,31483.0,0.105016,SLS,18.13,6.399,1,0,28,5,3,2,0
2833,2MASSCL J2202-6011,330.579,-60.195,GClstr,29080.0,0.097,UUN,,14.175,1,0,0,1,1,0,0
2837,WISEA J220219.09-601210.1,330.57955,-60.20282,G,15876.0,0.052957,SUN,16.79,14.636,5,0,37,8,2,2,0
2941,WISEA J220223.75-600210.9,330.59899,-60.03637,G,28908.0,0.096427,SLS,16.59,5.804,3,0,33,7,4,2,0
2992,WISEA J220225.90-595204.3,330.60793,-59.86788,G,28315.0,0.094449,SUN,18.41,7.213,3,0,29,6,2,2,0
3126,WISEA J220232.88-595747.3,330.637,-59.96315,G,28528.0,0.095159,SUN,17.91,5.09,3,0,28,6,2,2,0
3197,WISEA J220236.24-600818.6,330.65103,-60.13851,G,27964.0,0.093278,SLS,17.17,11.752,3,0,33,7,4,2,0
3247,WISEA J220238.78-595856.3,330.66159,-59.98233,G,29730.0,0.099169,SUN,18.26,5.913,5,0,46,8,3,2,0
3276,WISEA J220240.50-594547.0,330.66876,-59.76308,G,30497.0,0.101727,PUN,17.71,13.566,1,0,32,6,1,2,0
3344,2CXO J220243.3-595456,330.68059,-59.91558,XrayS,37474.0,0.125,PUN,,7.064,1,0,20,2,1,0,0
3406,WISEA J220247.73-595222.5,330.6989,-59.87292,G,33129.0,0.110505,PUN,18.36,8.897,1,0,28,5,1,2,0
4011,WISEA J220329.71-595122.4,330.87383,-59.85625,G,31182.0,0.104012,PUN,18.22,13.864,1,0,28,5,1,2,0
4165,WISEA J220346.64-600324.1,330.94436,-60.05672,G,28409.0,0.094761,PUN,18.20,15.313,2,0,28,5,1,2,0
