No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
2582,WISEA J084148.08-172316.7,130.45035,-17.38797,IrS,50584.0,0.168729,SUN,,6.134,1,0,12,2,1,0,0
2585,WISEA J084148.12-172544.1,130.45054,-17.42893,IrS,49099.0,0.163775,SUN,,3.677,1,0,12,2,1,0,0
2591,ABELL 3411:[GDW2019] 054,130.45137,-17.53046,G,48736.0,0.162567,SUN,,2.416,1,0,0,1,1,0,0
2609,WISEA J084148.72-172752.2,130.45303,-17.4645,IrS,49684.0,0.165727,SUN,,1.552,1,0,18,3,1,0,0
2614,WISEA J084148.82-172310.2,130.45344,-17.38617,IrS,47737.0,0.159233,SUN,,6.245,1,0,12,2,1,0,0
2630,WISEA J084149.04-172906.5,130.45437,-17.48515,IrS,46572.0,0.155348,SUN,,0.393,1,0,12,2,1,0,0
2650,WISEA J084149.52-173021.5,130.45634,-17.50599,IrS,47248.0,0.157603,SUN,,1.013,1,0,12,2,1,0,0
2654,2MASS J08414956-1728468,130.45652,-17.47969,IrS,47097.0,0.1571,SUN,,0.733,1,0,6,2,1,0,0
2663,ABELL 3411:[GDW2019] 060,130.45729,-17.44569,G,173425.0,0.578485,SUN,,2.703,1,0,0,1,1,0,0
2675,ABELL 3411:[GDW2019] 061,130.45803,-17.41535,G,46534.0,0.155222,SUN,,4.515,1,0,0,1,1,0,0
2690,WISEA J084150.12-172840.7,130.45886,-17.47798,IrS,50004.0,0.166796,SUN,,0.892,1,0,18,3,1,0,0
2707,WISEA J084150.42-173423.4,130.46012,-17.57317,IrS,46150.0,0.153941,SUN,,5.011,1,0,18,3,1,0,0
2708,WISEA J084150.43-172650.2,130.46014,-17.4473,IrS,47681.0,0.159047,SUN,,2.639,1,0,18,3,1,0,0
2709,WISEA J084150.45-173041.9,130.46021,-17.51165,IrS,46979.0,0.156704,SUN,,1.412,1,0,12,2,1,0,0
2721,WISEA J084150.60-173200.1,130.46086,-17.53337,IrS,47478.0,0.158371,SUN,,2.663,1,0,12,2,1,0,0
2732,WISEA J084150.69-172733.7,130.46125,-17.45937,IrS,48885.0,0.163062,SUN,,1.959,1,0,12,2,1,0,0
2735,WISEA J084150.73-172710.9,130.4614,-17.45304,IrS,51156.0,0.170638,SUN,,2.324,1,0,12,2,1,0,0
2736,ABELL 3411:[GDW2019] 069,130.46142,-17.46501,G,47841.0,0.159579,SUN,,1.647,1,0,0,1,1,0,0
2737,ABELL 3411:[GDW2019] 070,130.4615,-17.41566,G,48709.0,0.162477,SUN,,4.521,1,0,0,1,1,0,0
2743,ABELL 3411:[GDW2019] 072,130.46203,-17.46222,G,47904.0,0.15979,SUN,,1.815,1,0,0,1,1,0,0
2746,WISEA J084150.91-173119.8,130.46213,-17.52219,IrS,119959.0,0.400139,SUN,,2.04,1,0,12,2,1,0,0
2750,ABELL 3411:[GDW2019] 073,130.46233,-17.44833,G,48798.0,0.162773,SUN,,2.61,1,0,0,1,1,0,0
2754,WISEA J084151.02-172349.1,130.46261,-17.397,IrS,50185.0,0.1674,SUN,,5.639,1,0,18,3,1,0,0
2756,ABELL 3411:[GDW2019] 075,130.46288,-17.46381,G,172372.0,0.57497,SUN,,1.747,1,0,0,1,1,0,0
2762,ABELL 3411:[GDW2019] 076,130.46316,-17.49209,G,202893.0,0.676777,SUN,,0.76,1,0,0,1,1,0,0
2766,ABELL 3411:[GDW2019] 077,130.46371,-17.57747,G,101787.0,0.339525,SUN,,5.294,1,0,0,1,1,0,0
2768,ABELL 3411:[GDW2019] 078,130.46392,-17.39885,G,175112.0,0.58411,SUN,,5.539,1,0,0,1,1,0,0
2769,ABELL 3411:[GDW2019] 079,130.46395,-17.48498,G,49467.0,0.165003,SUN,,0.857,1,0,0,1,1,0,0
2779,PSZ1 0818,130.46454,-17.46305,GClstr,50365.0,0.168,UUN,,1.83,3,0,0,2,2,0,0
2780,WISEA J084151.53-172723.7,130.46473,-17.45659,IrS,49283.0,0.16439,SUN,,2.186,1,0,12,2,1,0,0
2781,ABELL 3411:[GDW2019] 081,130.46476,-17.56714,G,50949.0,0.169949,SUN,,4.692,1,0,0,1,1,0,0
2785,ABELL 3411:[GDW2019] 082,130.46501,-17.42579,G,47457.0,0.1583,SUN,,3.96,1,0,0,1,1,0,0
2788,ABELL 3411:[GDW2019] 083,130.46511,-17.38715,G,47989.0,0.160073,SUN,,6.244,1,0,0,1,1,0,0
2792,ABELL 3411:[GDW2019] 084,130.46525,-17.56562,G,50080.0,0.16705,SUN,,4.608,1,0,0,1,1,0,0
2793,WISEA J084151.69-172704.2,130.46538,-17.45118,IrS,48012.0,0.16015,SUN,,2.502,1,0,18,3,1,0,0
2797,WISEA J084151.76-172907.0,130.46569,-17.4853,IrS,49000.0,0.163446,SUN,,0.944,1,0,12,2,1,0,0
2800,ABELL 3411:[GDW2019] 087,130.46592,-17.49358,G,121100.0,0.403947,SUN,,0.932,1,0,0,1,1,0,0
2801,WISEA J084151.82-172945.3,130.46592,-17.49592,IrS,118950.0,0.396773,SUN,,0.972,1,0,12,2,1,0,0
2807,WISEA J084151.87-172522.3,130.46616,-17.42286,IrS,48178.0,0.160703,SUN,,4.145,1,0,12,2,1,0,0
2810,ABELL 3411:[GDW2019] 090,130.46636,-17.47088,G,49014.0,0.163492,SUN,,1.49,1,0,0,1,1,0,0
2812,WISEA J084151.97-172838.0,130.46654,-17.47723,IrS,48632.0,0.162219,SUN,,1.225,1,0,12,2,1,0,0
2813,WISEA J084151.97-173028.4,130.46656,-17.50789,IrS,47825.0,0.159526,SUN,,1.422,1,0,12,2,1,0,0
2820,WISEA J084152.12-173102.2,130.46718,-17.5173,IrS,48211.0,0.160813,SUN,,1.899,1,0,18,3,1,0,0
2824,ABELL 3411:[GDW2019] 094,130.46753,-17.46465,G,87810.0,0.292902,SUN,,1.832,1,0,0,1,1,0,0
2857,WISEA J084152.83-172550.9,130.47015,-17.43083,IrS,48763.0,0.162655,SUN,,3.745,1,0,18,3,1,0,0
2858,2MASX J08415287-1728046,130.47024,-17.46802,G,48867.0,0.163003,SUN,16.8R,1.764,5,0,15,5,2,2,0
2863,ABELL 3411:[GDW2019] 097,130.4706,-17.44058,G,50278.0,0.16771,SUN,,3.203,1,0,0,1,1,0,0
2865,WISEA J084152.98-172615.9,130.47078,-17.43775,IrS,77795.0,0.259495,SUN,,3.365,1,0,12,2,1,0,0
2875,WISEA J084153.10-172636.4,130.47127,-17.44347,IrS,48591.0,0.162082,SUN,,3.057,1,0,12,2,1,0,0
2876,WISEA J084153.11-172928.5,130.47129,-17.49125,IrS,49585.0,0.165398,SUN,,1.219,1,0,12,2,1,0,0
2878,WISEA J084153.16-172204.9,130.47151,-17.36803,IrS,48844.0,0.162926,SUN,,7.434,1,0,12,2,1,0,0
2880,ABELL 3411:[GDW2019] 102,130.47167,-17.41529,G,48674.0,0.16236,SUN,,4.663,1,0,0,1,1,0,0
2881,WISEA J084153.21-172921.0,130.47173,-17.48918,IrS,49558.0,0.165308,SUN,,1.244,1,0,12,2,1,0,0
2884,WISEA J084153.34-173619.2,130.47227,-17.60536,IrS,47360.0,0.157975,SUN,,7.025,1,0,12,2,1,0,0
2888,WISEA J084153.43-173236.0,130.47263,-17.54334,IrS,64558.0,0.215342,SUN,,3.44,1,0,12,2,1,0,0
2891,ABELL 3411:[GDW2019] 106,130.47287,-17.43287,G,47268.0,0.157668,SUN,,3.681,1,0,0,1,1,0,0
2894,WISEA J084153.58-173326.7,130.47325,-17.55744,IrS,47212.0,0.157482,SUN,,4.247,1,0,12,2,1,0,0
2896,WISEA J084153.60-172833.9,130.47335,-17.4761,IrS,46811.0,0.156145,SUN,,1.581,1,0,12,2,1,0,0
2897,2MASS J08415360-1730194,130.47337,-17.5054,IrS,51402.0,0.171459,SUN,,1.617,1,0,6,2,1,0,0
2898,2MASS J08415361-1728071,130.47338,-17.46864,IrS,49215.0,0.164165,SUN,,1.861,1,0,6,2,1,0,0
2904,ABELL 3411:[GDW2019] 111,130.47355,-17.54993,G,101770.0,0.339469,SUN,,3.827,1,0,0,1,1,0,0
2920,ABELL 3411,130.47426,-17.48591,GClstr,50575.0,0.1687,SUN,17.3J,1.411,57,0,0,9,13,0,0
2925,ABELL 3411:[GDW2019] 112,130.47448,-17.46593,G,48418.0,0.161505,SUN,,2.021,1,0,0,1,1,0,0
2930,ABELL 3411:[GDW2019] 113,130.47488,-17.54692,G,102859.0,0.343101,SUN,,3.688,1,0,0,1,1,0,0
2932,WISEA J084153.98-172220.9,130.47492,-17.37249,G,48737.0,0.162569,SLS,16.0R,7.206,3,0,28,4,3,2,0
2949,WISEA J084154.35-172650.4,130.4765,-17.44735,IrS,48881.0,0.163049,SUN,,2.985,1,0,12,2,1,0,0
2954,ABELL 3411:[GDW2019] 115,130.47698,-17.3838,G,48565.0,0.161997,SUN,,6.569,1,0,0,1,1,0,0
2955,ABELL 3411:[GDW2019] 116,130.47709,-17.54316,G,47299.0,0.157771,SUN,,3.534,1,0,0,1,1,0,0
2957,ABELL 3411:[GDW2019] 117,130.47737,-17.6018,G,51053.0,0.170294,SUN,,6.876,1,0,0,1,1,0,0
2958,ABELL 3411:[GDW2019] 118,130.4775,-17.57014,G,47125.0,0.157191,SUN,,5.047,1,0,0,1,1,0,0
2962,ABELL 3411:[GDW2019] 119,130.47783,-17.48585,G,94087.0,0.313842,SUN,,1.613,1,0,0,1,1,0,0
2970,WISEA J084154.85-172820.6,130.47856,-17.47241,IrS,48346.0,0.161266,SUN,,1.952,1,0,18,3,1,0,0
2973,WISEA J084154.90-173509.0,130.47876,-17.58584,IrS,48671.0,0.16235,SUN,,5.968,1,0,12,2,1,0,0
2975,ABELL 3411:[GDW2019] 122,130.47885,-17.45156,G,48893.0,0.163088,SUN,,2.847,1,0,0,1,1,0,0
2985,PSZRX G241.97+14.86,130.47937,-17.49962,XrayS,50575.0,0.1687,SST,,1.772,1,0,0,1,1,0,0
2987,WISEA J084155.12-172210.9,130.47967,-17.3697,IrS,46154.0,0.153952,SUN,,7.427,1,0,12,2,1,0,0
2994,WISEA J084155.18-172553.2,130.47995,-17.43146,IrS,47586.0,0.158729,SUN,,3.919,1,0,18,3,1,0,0
2996,ABELL 3411:[GDW2019] 125,130.48015,-17.55793,G,46798.0,0.156102,SUN,,4.414,1,0,0,1,1,0,0
2998,ABELL 3411:[GDW2019] 126,130.48034,-17.41352,G,53259.0,0.177654,SUN,,4.918,1,0,0,1,1,0,0
3003,ABELL 3411:[GDW2019] 127,130.48085,-17.41786,G,195627.0,0.652542,SUN,,4.686,1,0,0,1,1,0,0
3004,WISEA J084155.41-172328.9,130.48091,-17.39138,IrS,49129.0,0.163878,SUN,,6.188,1,0,18,3,1,0,0
3007,ABELL 3411:[GDW2019] 129,130.48106,-17.52534,G,48501.0,0.161783,SUN,,2.756,1,0,0,1,1,0,0
3010,ABELL 3411:[GDW2019] 130,130.48108,-17.39248,G,47868.0,0.159672,SUN,,6.128,1,0,0,1,1,0,0
3011,ABELL 3411:[GDW2019] 131,130.48117,-17.57124,G,50787.0,0.169408,SUN,,5.178,1,0,0,1,1,0,0
3015,WISEA J084155.59-173158.0,130.48164,-17.53278,IrS,50385.0,0.168065,SUN,,3.13,1,0,18,3,1,0,0
3023,ABELL 3411:[GDW2019] 133,130.4822,-17.42503,G,49711.0,0.165819,SUN,,4.323,1,0,0,1,1,0,0
3025,WISEA J084155.78-172906.6,130.48242,-17.48517,IrS,50089.0,0.16708,SUN,,1.879,1,0,12,2,1,0,0
3027,ABELL 3411:[GDW2019] 135,130.48252,-17.51548,G,52343.0,0.174599,SUN,,2.399,1,0,0,1,1,0,0
3048,WISEA J084156.14-172622.2,130.48394,-17.4395,IrS,47687.0,0.159068,SUN,,3.609,1,0,18,3,1,0,0
3054,WISEA J084156.28-172954.4,130.48452,-17.49846,IrS,49083.0,0.163723,SUN,,2.035,1,0,12,2,1,0,0
3060,WISEA J084156.39-172305.9,130.48498,-17.38499,IrS,49161.0,0.163985,SUN,,6.623,1,0,12,2,1,0,0
3063,WISEA J084156.45-172709.7,130.48522,-17.45271,IrS,48166.0,0.160665,SUN,,3.021,1,0,18,3,1,0,0
3065,WISEA J084156.45-172733.8,130.48523,-17.45939,IrS,47641.0,0.158912,SUN,,2.735,1,0,18,3,1,0,0
3073,ABELL 3411:[GDW2019] 141,130.48563,-17.60588,G,48900.0,0.163114,SUN,,7.233,1,0,0,1,1,0,0
3083,ABELL 3411:[GDW2019] 142,130.48647,-17.49476,G,159404.0,0.531713,SUN,,2.104,1,0,0,1,1,0,0
3090,WISEA J084156.88-173023.7,130.48702,-17.5066,IrS,47904.0,0.159791,SUN,,2.334,1,0,18,3,1,0,0
3097,ABELL 3411:[GDW2019] 144,130.48742,-17.62664,G,222588.0,0.742475,SUN,,8.46,1,0,0,1,1,0,0
3103,WISEA J084157.00-172927.9,130.48754,-17.49109,IrS,157136.0,0.52415,SUN,,2.148,1,0,12,2,1,0,0
3108,ABELL 3411:[GDW2019] 146,130.48817,-17.63769,G,48845.0,0.162928,SUN,,9.114,1,0,0,1,1,0,0
3114,ABELL 3411:[GDW2019] 147,130.48889,-17.51097,G,46186.0,0.154059,SUN,,2.549,1,0,0,1,1,0,0
3121,ABELL 3411:[GDW2019] 148,130.48964,-17.62392,G,50691.0,0.169087,SUN,,8.336,1,0,0,1,1,0,0
3131,ABELL 3411:[GDW2019] 149,130.49046,-17.49334,G,243681.0,0.812831,SUN,,2.322,1,0,0,1,1,0,0
3132,WISEA J084157.73-173310.5,130.49057,-17.55294,IrS,46253.0,0.154282,SUN,,4.421,1,0,12,2,1,0,0
3142,WISEA J084157.86-173410.3,130.49112,-17.56954,IrS,48838.0,0.162905,SUN,,5.309,1,0,12,2,1,0,0
3144,ABELL 3411:[GDW2019] 152,130.49122,-17.51783,G,49143.0,0.163923,SUN,,2.882,1,0,0,1,1,0,0
3151,2CXO J084158.1-173020,130.49216,-17.50566,XrayS,194850.0,0.649949,SUN,,2.583,3,0,13,4,1,0,0
3155,ABELL 3411:[GDW2019] 154,130.49268,-17.41539,G,49797.0,0.166106,SUN,,5.11,1,0,0,1,1,0,0
3159,ABELL 3411:[GDW2019] 155,130.4929,-17.45282,G,118377.0,0.394862,SUN,,3.326,1,0,0,1,1,0,0
3161,ABELL 3411:[GDW2019] 156,130.49329,-17.57064,G,49336.0,0.164566,SUN,,5.423,1,0,0,1,1,0,0
3167,WISEA J084158.47-173553.1,130.49366,-17.5981,IrS,47265.0,0.157658,SUN,,6.938,1,0,12,2,1,0,0
3175,WISEA J084158.60-173404.6,130.49418,-17.56796,G,46584.0,0.155388,SUN,,5.305,2,0,27,5,2,2,0
3197,WISEA J084159.07-172909.5,130.49613,-17.48598,IrS,47602.0,0.158784,SUN,,2.651,1,0,12,2,1,0,0
3210,WISEA J084159.32-173605.3,130.49718,-17.60148,IrS,64686.0,0.215769,SUN,,7.2,1,0,12,2,1,0,0
3225,ABELL 3411:[GDW2019] 161,130.49852,-17.53528,G,48310.0,0.161145,SUN,,3.875,1,0,0,1,1,0,0
3226,WISEA J084159.65-172747.7,130.49854,-17.46327,IrS,50299.0,0.167781,SUN,,3.214,1,0,12,2,1,0,0
3238,ABELL 3411:[GDW2019] 163,130.49995,-17.53294,G,47369.0,0.158007,SUN,,3.839,1,0,0,1,1,0,0
3240,ABELL 3411:[GDW2019] 164,130.50007,-17.51514,G,47415.0,0.15816,SUN,,3.231,1,0,0,1,1,0,0
3245,PSZ2 G241.98+14.87,130.5005,-17.503,GClstr,50575.0,0.1687,SUN,,2.989,6,0,0,4,4,0,0
3251,ABELL 3411:[GDW2019] 165,130.5008,-17.55525,G,117673.0,0.392515,SUN,,4.865,1,0,0,1,1,0,0
3256,ABELL 3411:[GDW2019] 166,130.50125,-17.54186,G,101486.0,0.338521,SUN,,4.266,1,0,0,1,1,0,0
3258,ABELL 3411:[GDW2019] 167,130.50135,-17.38888,G,47423.0,0.158185,SUN,,6.753,1,0,0,1,1,0,0
3261,WISEA J084200.40-173008.8,130.50167,-17.50245,IrS,48786.0,0.162733,SUN,,3.046,1,0,18,3,1,0,0
3265,ABELL 3411:[GDW2019] 169,130.50212,-17.5721,G,117849.0,0.393103,SUN,,5.747,1,0,0,1,1,0,0
3266,WISEA J084200.51-173639.4,130.50216,-17.61097,IrS,47468.0,0.158337,SUN,,7.835,1,0,18,3,1,0,0
3270,ABELL 3411:[GDW2019] 171,130.50251,-17.53923,G,48603.0,0.162121,SUN,,4.204,1,0,0,1,1,0,0
3279,WISEA J084200.74-172732.5,130.50309,-17.45904,G,51310.0,0.171153,SUN,,3.567,2,0,32,6,2,2,0
3282,ABELL 3411:[GDW2019] 173,130.50321,-17.58589,G,45904.0,0.15312,SUN,,6.497,1,0,0,1,1,0,0
3289,WISEA J084200.85-173500.8,130.50356,-17.58358,IrS,48138.0,0.160572,SUN,,6.385,1,0,18,3,1,0,0
3291,ABELL 3411:[GDW2019] 175,130.50358,-17.58617,G,62807.0,0.2095,SUN,,6.522,1,0,0,1,1,0,0
3294,ABELL 3411:[GDW2019] 176,130.50377,-17.65806,G,102136.0,0.340688,SUN,,10.53,1,0,0,1,1,0,0
3295,WISEA J084200.90-172912.5,130.50378,-17.48682,UvS,48876.0,0.163033,SUN,,3.083,1,0,16,3,1,0,0
3297,WISEA J084200.96-173730.2,130.50404,-17.62508,IrS,48207.0,0.160801,SUN,,8.662,1,0,12,2,1,0,0
3298,WISEA J084201.02-173304.1,130.50428,-17.55116,IrS,49058.0,0.163641,SUN,,4.797,1,0,12,2,1,0,0
3303,ABELL 3411:[GDW2019] 180,130.50471,-17.45991,G,49866.0,0.166336,SUN,,3.62,1,0,0,1,1,0,0
3317,ABELL 3411:[GDW2019] 181,130.50559,-17.49105,G,51815.0,0.172836,SUN,,3.181,1,0,0,1,1,0,0
3327,ABELL 3411:[GDW2019] 182,130.50659,-17.54026,G,48810.0,0.162811,SUN,,4.415,1,0,0,1,1,0,0
3337,WISEA J084201.80-173645.0,130.50752,-17.61251,IrS,46709.0,0.155804,SUN,,8.041,1,0,12,2,1,0,0
3342,ABELL 3411:[GDW2019] 184,130.50788,-17.47925,G,118492.0,0.395246,SUN,,3.376,1,0,0,1,1,0,0
3344,ABELL 3411:[GDW2019] 185,130.50796,-17.55002,G,52409.0,0.174816,SUN,,4.886,1,0,0,1,1,0,0
3359,WISEA J084202.06-172315.4,130.50861,-17.38763,IrS,102354.0,0.341417,SUN,,7.01,1,0,12,2,1,0,0
3360,ABELL 3411:[GDW2019] 186,130.50876,-17.60827,G,323782.0,1.080022,SUN,,7.84,1,0,0,1,1,0,0
3370,ABELL 3411:[GDW2019] 188,130.50959,-17.5653,G,47132.0,0.157217,SUN,,5.649,1,0,0,1,1,0,0
3371,ABELL 3411:[GDW2019] 189,130.50973,-17.58032,G,64954.0,0.216662,SUN,,6.395,1,0,0,1,1,0,0
3373,ABELL 3411:[GDW2019] 190,130.50981,-17.54297,G,222196.0,0.741165,SUN,,4.661,1,0,0,1,1,0,0
3375,WISEA J084202.40-172454.8,130.51003,-17.41524,IrS,45654.0,0.152284,SUN,,5.66,1,0,12,2,1,0,0
3380,ABELL 3411:[GDW2019] 192,130.51057,-17.54474,G,47844.0,0.159592,SUN,,4.765,1,0,0,1,1,0,0
3384,ABELL 3411:[GDW2019] 193,130.51094,-17.52937,G,203930.0,0.680236,SUN,,4.204,1,0,0,1,1,0,0
3392,ABELL 3411:[GDW2019] 194,130.51135,-17.51737,G,201605.0,0.672483,SUN,,3.869,1,0,0,1,1,0,0
3405,WISEA J084202.95-173629.6,130.5123,-17.60823,IrS,49846.0,0.166269,SUN,,7.927,1,0,12,2,1,0,0
3406,WISEA J084202.96-173657.2,130.51236,-17.61591,IrS,47063.0,0.156984,SUN,,8.342,1,0,12,2,1,0,0
3407,ABELL 3411:[GDW2019] 197,130.51254,-17.56578,G,47185.0,0.157393,SUN,,5.775,1,0,0,1,1,0,0
3416,ABELL 3411:[GDW2019] 198,130.51353,-17.52889,G,173640.0,0.579199,SUN,,4.312,1,0,0,1,1,0,0
3418,WISEA J084203.29-173433.0,130.51375,-17.57586,IrS,46844.0,0.156255,SUN,,6.301,1,0,18,3,1,0,0
3424,ABELL 3411:[GDW2019] 200,130.51401,-17.5608,G,47244.0,0.157589,SUN,,5.598,1,0,0,1,1,0,0
3430,WISEA J084203.54-172945.0,130.51479,-17.49584,IrS,48014.0,0.160158,SUN,,3.722,1,0,12,2,1,0,0
