No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
3434,ABELL 3411:[GDW2019] 202,130.51533,-17.5934,G,50012.0,0.166823,SUN,,7.231,1,0,0,1,1,0,0
3441,WISEA J084203.88-173425.5,130.51619,-17.57376,IrS,117765.0,0.392821,SUN,,6.282,1,0,12,2,1,0,0
3447,WISEA J084204.02-172755.7,130.51677,-17.4655,IrS,48897.0,0.163102,SUN,,4.098,1,0,12,2,1,0,0
3452,ABELL 3411:[GDW2019] 205,130.51795,-17.47332,G,50211.0,0.167486,SUN,,4.018,1,0,0,1,1,0,0
3460,WISEA J084204.47-173651.1,130.51864,-17.61422,IrS,161794.0,0.539688,SUN,,8.412,1,0,12,2,1,0,0
3463,ABELL 3411:[GDW2019] 207,130.51885,-17.58153,G,47320.0,0.157842,SUN,,6.747,1,0,0,1,1,0,0
3467,WISEA J084204.60-173928.5,130.51918,-17.65792,IrS,225205.0,0.751202,SUN,,10.812,1,0,18,3,1,0,0
3475,WISEA J084204.70-173733.4,130.51961,-17.62595,IrS,49008.0,0.163473,SUN,,9.065,1,0,18,3,1,0,0
3476,ABELL 3411:[GDW2019] 210,130.51975,-17.53486,G,88499.0,0.295201,SUN,,4.806,1,0,0,1,1,0,0
3485,WISEA J084204.83-173248.4,130.52014,-17.5468,UvS,50796.0,0.169438,SUN,,5.256,1,0,16,3,1,0,0
3488,WISEA J084204.87-173409.8,130.52032,-17.5694,IrS,117234.0,0.391049,SUN,,6.225,1,0,18,3,1,0,0
3497,WISEA J084205.06-173612.3,130.52112,-17.60343,IrS,50302.0,0.167788,SUN,,7.918,1,0,18,3,1,0,0
3501,WISEA J084205.24-173137.6,130.52185,-17.52712,UvS,51129.0,0.170547,SUN,,4.669,1,0,16,3,1,0,0
3506,ABELL 3411:[GDW2019] 215,130.52245,-17.5718,G,117737.0,0.392729,SUN,,6.414,1,0,0,1,1,0,0
3510,WISEA J084205.47-173114.4,130.52283,-17.52067,IrS,50903.0,0.169793,SUN,,4.55,1,0,12,2,1,0,0
3520,ABELL 3411:[GDW2019] 217,130.52353,-17.46606,G,50863.0,0.16966,SUN,,4.45,1,0,0,1,1,0,0
3526,WISEA J084205.72-173244.1,130.52386,-17.54561,IrS,49168.0,0.164006,SUN,,5.376,1,0,18,3,1,0,0
3543,ABELL 3411:[GDW2019] 220,130.52484,-17.63963,G,47797.0,0.159432,SUN,,9.934,1,0,0,1,1,0,0
3545,ABELL 3411:[GDW2019] 221,130.52498,-17.59399,G,48183.0,0.160722,SUN,,7.561,1,0,0,1,1,0,0
3546,WISEA J084206.01-173454.2,130.52508,-17.58175,IrS,117180.0,0.390869,SUN,,6.972,1,0,12,2,1,0,0
3549,WISEA J084206.07-172856.5,130.52533,-17.48237,IrS,48547.0,0.161937,SUN,,4.336,1,0,12,2,1,0,0
3550,ABELL 3411:[GDW2019] 223,130.52535,-17.54713,G,61266.0,0.204361,SUN,,5.499,1,0,0,1,1,0,0
3562,ABELL 3411:[GDW2019] 224,130.52655,-17.50497,G,49565.0,0.16533,SUN,,4.468,1,0,0,1,1,0,0
3579,ABELL 3411:[GDW2019] 225,130.52708,-17.49445,G,46857.0,0.156298,SUN,,4.417,1,0,0,1,1,0,0
3582,WISEA J084206.52-173553.6,130.52721,-17.59823,IrS,48696.0,0.162431,SUN,,7.842,1,0,12,2,1,0,0
3583,WISEA J084206.53-173429.6,130.52724,-17.5749,IrS,117552.0,0.392112,SUN,,6.733,1,0,12,2,1,0,0
3594,WISEA J084206.85-173524.1,130.52857,-17.59003,IrS,45860.0,0.152972,SUN,,7.488,1,0,12,2,1,0,0
3597,WISEA J084206.87-173335.0,130.52863,-17.55973,IrS,260542.0,0.869075,SUN,,6.134,1,0,12,2,1,0,0
3602,ABELL 3411:[GDW2019] 230,130.52933,-17.57038,G,47745.0,0.159261,SUN,,6.613,1,0,0,1,1,0,0
3605,WISEA J084207.13-173440.6,130.52973,-17.57795,IrS,48595.0,0.162094,SUN,,6.965,1,0,18,3,1,0,0
3607,WISEA J084207.14-173433.8,130.52979,-17.57607,IrS,49108.0,0.163806,SUN,,6.882,1,0,18,3,1,0,0
3608,WISEA J084207.15-173239.6,130.5298,-17.54435,IrS,64677.0,0.21574,SUN,,5.602,1,0,12,2,1,0,0
3609,ABELL 3411:[GDW2019] 234,130.53007,-17.50614,G,46593.0,0.155417,SUN,,4.679,1,0,0,1,1,0,0
3639,WISEA J084207.79-173417.5,130.53246,-17.57155,IrS,48388.0,0.161404,SUN,,6.787,1,0,12,2,1,0,0
3642,ABELL 3411:[GDW2019] 236,130.53279,-17.5463,G,48978.0,0.163374,SUN,,5.81,1,0,0,1,1,0,0
3643,ABELL 3411:[GDW2019] 237,130.53289,-17.54956,G,161853.0,0.539883,SUN,,5.93,1,0,0,1,1,0,0
3645,ABELL 3411:[GDW2019] 238,130.53302,-17.60953,G,135568.0,0.452205,SUN,,8.59,1,0,0,1,1,0,0
3646,ABELL 3411:[GDW2019] 239,130.53302,-17.5391,G,48810.0,0.162811,SUN,,5.582,1,0,0,1,1,0,0
3647,ABELL 3411:[GDW2019] 240,130.53304,-17.5646,G,50019.0,0.166847,SUN,,6.518,1,0,0,1,1,0,0
3664,ABELL 3411:[GDW2019] 241,130.53514,-17.60563,G,49430.0,0.164882,SUN,,8.466,1,0,0,1,1,0,0
3665,WISEA J084208.44-173237.4,130.53519,-17.54374,IrS,48947.0,0.163268,SUN,,5.836,1,0,12,2,1,0,0
3667,ABELL 3411:[GDW2019] 243,130.53527,-17.56247,G,48015.0,0.16016,SUN,,6.526,1,0,0,1,1,0,0
3680,WISEA J084208.63-173618.0,130.53596,-17.60502,IrS,48737.0,0.16257,SUN,,8.463,1,0,12,2,1,0,0
3683,WISEA J084208.68-173324.2,130.5362,-17.55672,UvS,46909.0,0.156471,SUN,,6.343,1,0,16,3,1,0,0
3688,ABELL 3411:[GDW2019] 246,130.53662,-17.56429,G,48074.0,0.160359,SUN,,6.656,1,0,0,1,1,0,0
3691,ABELL 3411:[GDW2019] 247,130.53691,-17.58334,G,46461.0,0.154976,SUN,,7.479,1,0,0,1,1,0,0
3707,WISEA J084209.23-173909.9,130.5385,-17.65276,IrS,49138.0,0.163906,SUN,,10.988,1,0,18,3,1,0,0
3718,ABELL 3411:[GDW2019] 249,130.53922,-17.54473,G,49892.0,0.166423,SUN,,6.062,1,0,0,1,1,0,0
3725,2MASS J08420948-1734568,130.53954,-17.58245,IrS,48263.0,0.160989,SUN,,7.541,1,0,5,2,1,0,0
3729,ABELL 3411:[GDW2019] 251,130.54006,-17.65549,G,49143.0,0.163925,SUN,,11.174,1,0,0,1,1,0,0
3750,WISEA J084210.00-173156.3,130.54169,-17.53232,IrS,102751.0,0.342742,SUN,,5.822,1,0,12,2,1,0,0
3758,WISEA J084210.17-173542.9,130.5424,-17.59525,IrS,48719.0,0.16251,SUN,,8.225,1,0,18,3,1,0,0
3760,WISEA J084210.29-172924.5,130.54289,-17.49015,IrS,45946.0,0.153258,SUN,,5.315,1,0,12,2,1,0,0
3767,ABELL 3411:[GDW2019] 255,130.54326,-17.6153,G,51095.0,0.170435,SUN,,9.208,1,0,0,1,1,0,0
3771,ABELL 3411:[GDW2019] 256,130.54361,-17.6404,G,26654.0,0.088908,SUN,,10.482,1,0,0,1,1,0,0
3776,WISEA J084210.60-173129.4,130.54418,-17.52485,IrS,102637.0,0.34236,SUN,,5.775,1,0,12,2,1,0,0
3786,WISEA J084210.72-173611.9,130.5447,-17.60332,IrS,48778.0,0.162706,SUN,,8.683,1,0,18,3,1,0,0
3797,WISEA J084211.03-173005.7,130.54599,-17.5016,IrS,49101.0,0.163782,SUN,,5.535,1,0,18,3,1,0,0
3800,2CXO J084211.1-173034,130.54632,-17.50961,XrayS,102217.0,0.34096,SUN,,5.632,3,0,17,4,1,1,0
3808,WISEA J084211.25-173359.9,130.5469,-17.56664,IrS,47639.0,0.158906,SUN,,7.194,1,0,18,3,1,0,0
3814,ABELL 3411:[GDW2019] 262,130.54747,-17.49898,G,49059.0,0.163644,SUN,,5.601,1,0,0,1,1,0,0
3817,ABELL 3411:[GDW2019] 263,130.54764,-17.51081,G,48181.0,0.160713,SUN,,5.721,1,0,0,1,1,0,0
3832,ABELL 3411:[GDW2019] 264,130.54862,-17.53421,G,142983.0,0.476941,SUN,,6.229,1,0,0,1,1,0,0
3833,ABELL 3411:[GDW2019] 265,130.54882,-17.58234,G,118396.0,0.394926,SUN,,7.906,1,0,0,1,1,0,0
3843,WISEA J084211.99-173548.3,130.54997,-17.59676,IrS,49272.0,0.164355,SUN,,8.577,1,0,12,2,1,0,0
3856,ABELL 3411:[GDW2019] 267,130.55087,-17.52224,G,108415.0,0.361632,SUN,,6.083,1,0,0,1,1,0,0
3862,ABELL 3411:[GDW2019] 268,130.55152,-17.55394,G,204974.0,0.683718,SUN,,6.953,1,0,0,1,1,0,0
3868,WISEA J084212.48-173311.3,130.55202,-17.55314,IrS,48004.0,0.160123,SUN,,6.951,1,0,12,2,1,0,0
3873,ABELL 3411:[GDW2019] 270,130.55234,-17.6004,G,140506.0,0.468677,SUN,,8.83,1,0,0,1,1,0,0
3874,ABELL 3411:[GDW2019] 271,130.55239,-17.6029,G,117778.0,0.392864,SUN,,8.945,1,0,0,1,1,0,0
3876,ABELL 3411:[GDW2019] 272,130.55249,-17.59004,G,102332.0,0.341343,SUN,,8.381,1,0,0,1,1,0,0
3880,ABELL 3411:[GDW2019] 273,130.55269,-17.52671,G,49910.0,0.166482,SUN,,6.27,1,0,0,1,1,0,0
3888,ABELL 3411:[GDW2019] 274,130.55309,-17.56285,G,48571.0,0.162017,SUN,,7.333,1,0,0,1,1,0,0
3891,ABELL 3411:[GDW2019] 275,130.55363,-17.59596,G,119780.0,0.399544,SUN,,8.683,1,0,0,1,1,0,0
3903,ABELL 3411:[GDW2019] 276,130.5542,-17.51323,G,51338.0,0.171244,SUN,,6.12,1,0,0,1,1,0,0
3934,WISEA J084213.73-173112.0,130.55722,-17.52003,IrS,51628.0,0.172211,SUN,,6.39,1,0,18,3,1,0,0
3936,WISEA J084213.79-173608.0,130.55747,-17.60223,IrS,48780.0,0.162711,SUN,,9.108,1,0,12,2,1,0,0
3966,2MASS J08421442-1737311,130.56012,-17.62531,IrS,49131.0,0.163883,SUN,,10.265,1,0,6,2,1,0,0
3997,WISEA J084215.07-173704.1,130.56282,-17.61782,IrS,47962.0,0.159984,SUN,,10.013,1,0,12,2,1,0,0
3998,ABELL 3411:[GDW2019] 280,130.56284,-17.54138,G,47788.0,0.159405,SUN,,7.148,1,0,0,1,1,0,0
4022,WISEA J084215.54-173420.6,130.56478,-17.57242,IrS,48813.0,0.162823,SUN,,8.212,1,0,18,3,1,0,0
4034,ABELL 3411:[GDW2019] 283,130.56559,-17.60501,G,48300.0,0.161113,SUN,,9.548,1,0,0,1,1,0,0
4035,ABELL 3411:[GDW2019] 284,130.56567,-17.57005,G,103090.0,0.343871,SUN,,8.169,1,0,0,1,1,0,0
4048,ABELL 3411:[GDW2019] 285,130.56661,-17.60677,G,77302.0,0.257853,SUN,,9.664,1,0,0,1,1,0,0
4062,ABELL 3411:[GDW2019] 286,130.56774,-17.60356,G,46382.0,0.154714,SUN,,9.571,1,0,0,1,1,0,0
4067,ABELL 3411:[GDW2019] 287,130.56832,-17.56787,G,46933.0,0.156553,SUN,,8.217,1,0,0,1,1,0,0
4068,ABELL 3411:[GDW2019] 288,130.56836,-17.60615,G,48418.0,0.161505,SUN,,9.707,1,0,0,1,1,0,0
4069,WISEA J084216.42-173707.9,130.56844,-17.61887,IrS,49344.0,0.164595,SUN,,10.27,1,0,12,2,1,0,0
4070,ABELL 3411:[GDW2019] 290,130.56846,-17.59572,G,105963.0,0.353453,SUN,,9.273,1,0,0,1,1,0,0
4072,ABELL 3411:[GDW2019] 291,130.56868,-17.61079,G,50189.0,0.167412,SUN,,9.921,1,0,0,1,1,0,0
4076,WISEA J084216.51-173041.4,130.56881,-17.51153,IrS,51446.0,0.171607,SUN,,6.917,1,0,34,4,1,0,0
4081,ABELL 3411:[GDW2019] 293,130.56931,-17.53802,G,51750.0,0.172619,SUN,,7.404,1,0,0,1,1,0,0
4114,WISEA J084217.34-173051.0,130.57229,-17.51417,IrS,48098.0,0.160436,SUN,,7.143,1,0,12,2,1,0,0
4147,ABELL 3411:[GDW2019] 295,130.57561,-17.61505,G,201532.0,0.672239,SUN,,10.379,1,0,0,1,1,0,0
4156,ABELL 3411:[GDW2019] 296,130.57627,-17.53091,G,48142.0,0.160585,SUN,,7.626,1,0,0,1,1,0,0
4183,WISEA J084218.84-173745.5,130.57851,-17.62932,IrS,48631.0,0.162216,SUN,,11.122,1,0,12,2,1,0,0
4212,ABELL 3411:[GDW2019] 298,130.58062,-17.58889,G,118476.0,0.395192,SUN,,9.533,1,0,0,1,1,0,0
4215,WISEA J084219.38-173327.2,130.58078,-17.55756,IrS,48482.0,0.161717,SUN,,8.503,1,0,12,2,1,0,0
4225,ABELL 3411:[GDW2019] 300,130.58144,-17.591,G,48006.0,0.160131,SUN,,9.649,1,0,0,1,1,0,0
4228,ABELL 3411:[GDW2019] 301,130.58202,-17.52967,G,48227.0,0.160868,SUN,,7.915,1,0,0,1,1,0,0
4232,WISEA J084219.72-173413.7,130.5822,-17.57047,IrS,64876.0,0.216404,SUN,,8.965,1,0,12,2,1,0,0
4250,ABELL 3411:[GDW2019] 303,130.58324,-17.61844,G,48257.0,0.160967,SUN,,10.829,1,0,0,1,1,0,0
4255,ABELL 3411:[GDW2019] 304,130.58346,-17.61223,G,87528.0,0.291963,SUN,,10.577,1,0,0,1,1,0,0
4256,ABELL 3411:[GDW2019] 305,130.58347,-17.58922,G,117091.0,0.390572,SUN,,9.673,1,0,0,1,1,0,0
4258,WISEA J084220.05-173512.2,130.58358,-17.58673,IrS,48054.0,0.160292,SUN,,9.588,1,0,12,2,1,0,0
4274,ABELL 3411:[GDW2019] 307,130.58541,-17.60987,G,165461.0,0.551919,SUN,,10.561,1,0,0,1,1,0,0
4293,WISEA J084220.79-173539.4,130.58666,-17.59428,IrS,48670.0,0.162345,SUN,,10.005,1,0,12,2,1,0,0
4294,ABELL 3411:[GDW2019] 308,130.58669,-17.58355,G,48633.0,0.162221,SUN,,9.618,1,0,0,1,1,0,0
4319,ABELL 3411:[GDW2019] 310,130.58913,-17.5748,G,53298.0,0.177784,SUN,,9.44,1,0,0,1,1,0,0
4321,ABELL 3411:[GDW2019] 311,130.58957,-17.61058,G,64989.0,0.216779,SUN,,10.765,1,0,0,1,1,0,0
4350,ABELL 3411:[GDW2019] 312,130.59149,-17.5659,G,97272.0,0.324466,SUN,,9.281,1,0,0,1,1,0,0
4379,ABELL 3411:[GDW2019] 313,130.59413,-17.59111,G,49418.0,0.164841,SUN,,10.228,1,0,0,1,1,0,0
4414,WISEA J084223.37-173349.2,130.59739,-17.56368,IrS,48168.0,0.160671,SUN,,9.515,1,0,12,2,1,0,0
4422,ABELL 3411:[GDW2019] 315,130.59809,-17.57301,G,149316.0,0.498063,SUN,,9.821,1,0,0,1,1,0,0
4454,WISEA J084224.07-173639.0,130.60033,-17.61085,IrS,48898.0,0.163107,SUN,,11.24,1,0,12,2,1,0,0
5081,WISEA J084242.43-173554.0,130.67679,-17.59836,G,40651.0,0.135596,PUN,,14.506,1,0,27,4,1,2,0
5335,WISEA J084253.34-172345.9,130.72227,-17.3961,G,28623.0,0.095476,PUN,,16.576,1,0,27,4,1,2,0
