No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
2037,ABELL 3571:[Qd93] 109,206.89166,-32.78662,G,10925.0,0.036442,SUN,,4.923,1,0,0,1,1,0,0
2146,WISEA J134737.26-324503.6,206.90527,-32.75102,G,11589.0,0.038657,SUN,16.4b,7.141,20,0,27,9,11,2,0
2223,WISEA J134739.70-325706.4,206.91544,-32.95179,IrS,21455.0,0.071566,PUN,,5.354,0,0,18,3,1,0,0
2238,WISEA J134740.27-325719.7,206.9178,-32.95548,G,12690.0,0.042329,UUN,14.8I,5.603,10,0,36,6,6,4,0
2309,SSGC 107,206.926,-32.66,GGroup,10424.0,0.034771,UUN,,12.702,1,0,0,1,1,0,0
2332,WISEA J134742.73-324326.5,206.92808,-32.72405,G,10489.0,0.034988,UUN,15.8R,8.983,6,0,27,4,4,2,0
2337,WISEA J134742.92-324357.2,206.92887,-32.73257,G,12440.0,0.041495,SUN,15.2I,8.505,4,0,35,4,2,4,0
2595,WISEA J134751.05-330348.9,206.96273,-33.06359,G,13362.0,0.044571,UUN,,12.471,2,0,27,4,2,2,0
2658,WISEA J134753.10-325902.1,206.97125,-32.98393,G,11188.0,0.037319,SUN,15.18,8.367,20,0,27,7,9,2,0
2659,WISEA J134753.10-324214.2,206.97129,-32.70397,G,12675.0,0.042279,UUN,,10.886,2,0,18,3,1,0,0
2694,WISEA J134753.88-324416.1,206.97452,-32.73783,G,11300.0,0.037693,UUN,15.2I,9.175,6,0,27,4,2,2,0
2732,WISEA J134755.16-330029.5,206.97986,-33.0082,G,11350.0,0.03786,UUN,,9.828,4,0,27,4,2,2,0
2783,WISEA J134756.77-330106.5,206.98658,-33.01849,G,13955.0,0.046549,SLS,17.4R,10.531,2,0,18,3,1,0,2
2786,ESO 383-IG 082,206.98667,-33.01867,G,13880.0,0.046299,SUN,16.43,10.543,9,1,13,4,1,12,1
2810,WISEA J134757.51-330334.6,206.98963,-33.05963,G,11739.0,0.039157,UUN,,12.777,2,0,27,3,1,2,0
2830,WISEA J134758.13-324848.7,206.99221,-32.81355,G,36647.0,0.122241,UUN,,6.575,3,0,27,4,2,2,0
2842,WISEA J134758.49-325206.6,206.99374,-32.86852,G,11850.0,0.039527,UUN,15.59,5.782,10,0,27,6,7,2,0
2933,WISEA J134801.47-323904.7,207.00615,-32.65131,G,15350.0,0.051202,SUN,,14.497,3,0,17,3,1,0,0
2971,WISEA J134803.09-324834.1,207.01292,-32.80949,G,12150.0,0.040528,SUN,,7.609,2,0,18,3,1,0,0
3009,WISEA J134804.48-330414.5,207.01869,-33.07071,G,22858.0,0.076246,UUN,,14.05,2,0,27,3,1,2,0
3039,WISEA J134805.59-324437.6,207.0233,-32.74379,G,12622.0,0.042102,UUN,14.7I,10.415,11,0,27,6,6,2,0
3087,WISEA J134806.96-325958.8,207.029,-32.99968,G,13001.0,0.043367,UUN,,10.932,4,0,27,4,2,2,0
3201,WISEA J134811.73-324719.1,207.04891,-32.78866,G,12767.0,0.042586,UUN,15.74,9.8,6,0,27,4,3,2,0
3335,WISEA J134815.84-324510.1,207.06604,-32.75282,G,11439.0,0.038156,UUN,,11.692,6,0,27,4,2,2,0
3386,WISEA J134818.09-324900.2,207.07547,-32.81734,G,10777.0,0.035948,UUN,,10.36,4,0,39,5,2,2,0
3388,NFP J134818.2-330115,207.07575,-33.02097,G,13447.0,0.044854,UUN,,13.506,1,0,0,1,1,0,0
3553,WISEA J134824.94-324706.7,207.10395,-32.78521,G,11778.0,0.039287,UUN,,12.381,6,0,27,4,2,2,0
3594,WISEA J134826.51-324558.3,207.11071,-32.76617,G,11528.0,0.038453,UUN,16.5b,13.184,6,0,27,3,2,2,0
3640,WISEA J134828.80-325824.2,207.12004,-32.97339,G,12237.0,0.040818,UUN,,13.689,1,0,18,3,1,0,0
