No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
3473,WISEA J065753.47-554625.7,104.47281,-55.77382,IrS,104927.0,0.35,PUN,,11.772,1,0,12,2,1,0,0
3476,WISEA J065753.50-555655.9,104.47294,-55.94886,IrS,74948.0,0.25,PUN,,4.937,1,0,22,3,1,0,0
3483,SSTSL2 J065753.58-554804.2,104.47325,-55.80118,IrS,92936.0,0.31,PUN,,10.298,1,0,4,2,1,0,0
3507,WISEA J065753.79-555446.6,104.47415,-55.91296,IrS,89938.0,0.3,PUN,,5.423,1,0,22,3,1,0,0
3519,WISEA J065753.91-555216.3,104.47466,-55.8712,IrS,89938.0,0.3,PUN,,6.873,1,0,20,3,1,0,0
3536,SSTSL2 J065754.05-560150.2,104.47522,-56.03064,IrS,92936.0,0.31,PUN,,6.775,1,0,8,2,1,0,0
3543,SSTSL2 J065754.10-555648.5,104.47544,-55.94682,IrS,101929.0,0.34,PUN,,4.86,1,0,6,2,1,0,0
3551,SSTSL2 J065754.16-555519.5,104.47571,-55.92211,IrS,89938.0,0.3,PUN,,5.161,1,0,10,2,1,0,0
3565,WISEA J065754.30-555548.1,104.47626,-55.93003,IrS,92936.0,0.31,PUN,,4.998,1,0,22,3,1,0,0
3574,WISEA J065754.38-560301.7,104.47662,-56.05048,IrS,86940.0,0.29,PUN,,7.623,1,0,20,3,1,0,0
3575,SSTSL2 J065754.39-554350.7,104.47665,-55.73076,IrS,92936.0,0.31,PUN,,14.114,1,0,4,2,1,0,0
3589,WISEA J065754.52-555514.0,104.4772,-55.92058,IrS,86940.0,0.29,PUN,,5.146,1,0,22,3,1,0,0
3591,WISEA J065754.55-554416.1,104.47731,-55.73783,IrS,107925.0,0.36,PUN,,13.708,1,0,14,3,1,0,0
3593,SSTSL2 J065754.56-554206.9,104.47737,-55.70193,IrS,86940.0,0.29,PUN,,15.744,1,0,4,2,1,0,0
3597,SSTSL2 J065754.62-560256.7,104.47759,-56.04909,IrS,113921.0,0.38,PUN,,7.538,1,0,8,2,1,0,0
3598,SSTSL2 J065754.62-554935.8,104.4776,-55.82663,IrS,113921.0,0.38,PUN,,8.907,1,0,8,2,1,0,0
3607,SSTSL2 J065754.66-555228.8,104.47776,-55.87467,IrS,71950.0,0.24,PUN,,6.652,1,0,10,2,1,0,0
3648,SSTSL2 J065755.00-554742.5,104.47919,-55.79516,IrS,77946.0,0.26,PUN,,10.525,1,0,2,2,1,0,0
3653,WISEA J065755.04-554305.2,104.47936,-55.71813,IrS,110923.0,0.37,PUN,,14.799,1,0,14,3,1,0,0
3668,[FBC2017] J065755.2-561118.8,104.48,-56.18856,G,104927.0,0.35,PUN,,14.956,1,0,0,1,1,0,0
3669,WISEA J065755.20-554858.9,104.48002,-55.81637,IrS,86940.0,0.29,PUN,,9.391,1,0,20,3,1,0,0
3680,SSTSL2 J065755.26-555414.4,104.48027,-55.90401,IrS,92936.0,0.31,PUN,,5.498,1,0,10,2,1,0,0
3691,SSTSL2 J065755.35-555629.0,104.48063,-55.94142,IrS,95934.0,0.32,PUN,,4.718,1,0,10,2,1,0,0
3692,WISEA J065755.35-555538.5,104.48063,-55.92739,IrS,101929.0,0.34,PUN,,4.902,1,0,22,3,1,0,0
3693,WISEA J065755.35-554139.2,104.48066,-55.69423,IrS,113921.0,0.38,PUN,,16.152,1,0,16,3,1,0,0
3722,[FBC2017] J065755.6-554213.9,104.48167,-55.70386,G,68952.0,0.23,PUN,,15.589,1,0,0,1,1,0,0
3728,SSTSL2 J065755.62-555248.0,104.48177,-55.88003,IrS,89188.0,0.2975,SUN,,6.333,1,0,10,2,1,0,0
3740,WISEA J065755.68-561153.2,104.482,-56.19812,IrS,101929.0,0.34,PUN,,15.481,1,0,12,2,1,0,0
3742,SSTSL2 J065755.68-560603.5,104.48201,-56.10099,IrS,74948.0,0.25,PUN,,10.072,1,0,2,2,1,0,0
3756,WISEA J065755.77-555515.8,104.4824,-55.92107,IrS,107925.0,0.36,PUN,,4.973,1,0,22,3,1,0,0
3758,WISEA J065755.82-555300.6,104.48261,-55.88352,IrS,68952.0,0.23,PUN,,6.171,1,0,22,3,1,0,0
3759,SSTSL2 J065755.87-555455.4,104.48281,-55.91539,IrS,101929.0,0.34,PUN,,5.097,1,0,10,2,1,0,0
3768,1ES 0657-558:[BBR2002] 01,104.48333,-55.90667,G,87495.0,0.291851,SUN,,5.328,1,0,0,1,1,0,0
3769,1ES 0657-558:[BBR2002] 02,104.48333,-55.93194,G,88185.0,0.294153,SUN,,4.739,1,0,0,1,1,0,0
3785,SSTSL2 J065756.06-555540.4,104.48361,-55.92791,IrS,89938.0,0.3,PUN,,4.797,1,0,8,2,1,0,0
3809,[FBC2017] J065756.3-561117.2,104.48458,-56.18811,G,101929.0,0.34,PUN,,14.883,1,0,0,1,1,0,0
3822,SSTSL2 J065756.40-555431.0,104.48504,-55.90862,IrS,88439.0,0.295,SUN,,5.219,1,0,10,2,1,0,0
3833,SSTSL2 J065756.52-555236.7,104.48552,-55.87687,IrS,83942.0,0.28,PUN,,6.373,1,0,8,2,1,0,0
3846,SSTSL2 J065756.61-555545.1,104.48591,-55.9292,IrS,92936.0,0.31,PUN,,4.7,1,0,10,2,1,0,0
3855,SSTSL2 J065756.69-555646.6,104.48621,-55.94629,IrS,90597.0,0.3022,SUN,,4.501,1,0,8,2,1,0,0
3858,WISEA J065756.71-560334.9,104.48628,-56.05938,IrS,92936.0,0.31,PUN,,7.856,1,0,20,3,1,0,0
3861,2MASS J06575672-5555529,104.48636,-55.93138,IrS,88169.0,0.2941,SUN,,4.649,1,0,16,3,1,0,0
3862,SSTSL2 J065756.72-554402.4,104.48637,-55.73401,IrS,113921.0,0.38,PUN,,13.821,1,0,4,2,1,0,0
3863,SSTSL2 J065756.73-555601.4,104.48639,-55.93374,IrS,88559.0,0.2954,SUN,,4.613,1,0,10,2,1,0,0
3871,WISEA J065756.80-554857.3,104.48669,-55.81593,IrS,89938.0,0.3,PUN,,9.304,1,0,20,3,1,0,0
3890,SSTSL2 J065756.95-555344.9,104.48733,-55.89581,IrS,101929.0,0.34,PUN,,5.58,1,0,10,2,1,0,0
3894,1ES 0657-558:[BBR2002] 03,104.4875,-55.91028,G,88431.0,0.294974,SUN,,5.098,1,0,0,1,1,0,0
3895,WISEA J065757.00-555216.5,104.48754,-55.87126,IrS,92936.0,0.31,PUN,,6.569,1,0,22,3,1,0,0
3902,[FBC2017] J065757.1-560415.5,104.48792,-56.07097,G,77946.0,0.26,PUN,,8.407,1,0,0,1,1,0,0
3905,WISEA J065757.12-560150.7,104.48801,-56.03078,G,215851.0,0.72,UUN,,6.481,1,0,22,3,1,0,0
3912,SSTSL2 J065757.24-560352.9,104.4885,-56.06472,IrS,89938.0,0.3,PUN,,8.08,1,0,4,2,1,0,0
3921,WISEA J065757.26-560422.6,104.48862,-56.07295,IrS,98932.0,0.33,PUN,,8.496,1,0,14,3,1,0,0
3955,WISEA J065757.61-560633.8,104.49008,-56.1094,IrS,89938.0,0.3,PUN,,10.407,1,0,12,2,1,0,0
3967,WISEA J065757.68-555423.6,104.49034,-55.90658,IrS,95934.0,0.32,PUN,,5.129,1,0,12,2,1,0,0
3992,SSTSL2 J065757.88-555802.5,104.49119,-55.96738,IrS,98932.0,0.33,PUN,,4.42,1,0,10,2,1,0,0
3994,[FBC2017] J065757.9-561212.5,104.49125,-56.20347,G,92936.0,0.31,PUN,,15.7,1,0,0,1,1,0,0
4009,SSTSL2 J065758.01-560419.8,104.49171,-56.07217,IrS,77946.0,0.26,PUN,,8.402,1,0,2,2,1,0,0
4011,WISEA J065758.05-555342.6,104.49189,-55.89519,IrS,88469.0,0.2951,SUN,,5.481,1,0,22,3,1,0,0
4015,SSTSL2 J065758.08-555239.8,104.49203,-55.87773,IrS,98932.0,0.33,PUN,,6.183,1,0,8,2,1,0,0
4021,WISEA J065758.14-555447.4,104.49226,-55.91319,IrS,104927.0,0.35,PUN,,4.874,1,0,22,3,1,0,0
4030,[FBC2017] J065758.2-554323.5,104.4925,-55.72319,G,95934.0,0.32,PUN,,14.373,1,0,0,1,1,0,0
4040,SSTSL2 J065758.30-555747.1,104.49293,-55.96311,IrS,98932.0,0.33,PUN,,4.315,1,0,8,2,1,0,0
4043,SSTSL2 J065758.33-560251.9,104.49304,-56.04775,IrS,89938.0,0.3,PUN,,7.157,1,0,8,2,1,0,0
4046,WISEA J065758.34-555553.1,104.49312,-55.93143,IrS,86940.0,0.29,PUN,,4.43,1,0,22,3,1,0,0
4049,WISEA J065758.37-560221.6,104.49322,-56.03936,IrS,74948.0,0.25,PUN,,6.755,1,0,20,3,1,0,0
4069,SSTSL2 J065758.56-560650.6,104.49404,-56.11408,IrS,95934.0,0.32,PUN,,10.609,1,0,4,2,1,0,0
4076,SSTSL2 J065758.65-555515.6,104.4944,-55.92102,IrS,92936.0,0.31,PUN,,4.602,1,0,10,2,1,0,0
4080,WISEA J065758.68-560208.5,104.49453,-56.03571,IrS,71950.0,0.24,PUN,,6.558,1,0,22,3,1,0,0
4081,SSTSL2 J065758.69-560039.9,104.49456,-56.0111,IrS,113921.0,0.38,PUN,,5.507,1,0,10,2,1,0,0
4091,WISEA J065758.77-555436.3,104.49489,-55.91009,IrS,86940.0,0.29,PUN,,4.889,1,0,22,3,1,0,0
4098,WISEA J065758.82-560648.8,104.49511,-56.11358,IrS,71950.0,0.24,PUN,,10.567,1,0,14,3,1,0,0
4100,NuSTAR J065759-5550.2,104.49513,-55.83476,XrayS,692521.0,2.31,SUN,,8.182,4,0,47,7,1,4,0
4102,SSTSL2 J065758.85-560442.6,104.49522,-56.07851,IrS,101929.0,0.34,PUN,,8.674,1,0,4,2,1,0,0
4113,WISEA J065758.93-554322.5,104.49555,-55.72294,IrS,68952.0,0.23,PUN,,14.357,2,0,27,5,2,0,0
4120,SSTSL2 J065758.96-555441.2,104.49567,-55.91145,IrS,98932.0,0.33,PUN,,4.825,1,0,10,2,1,0,0
4123,DES J0657-5543:[DBL2017] 1,104.49578,-55.72383,G_Lens,53963.0,0.18,PUN,,14.304,1,0,5,1,1,0,0
4146,WISEA J065759.22-554431.8,104.49679,-55.74217,IrS,95934.0,0.32,PUN,,13.244,1,0,16,3,1,0,0
4156,SSTSL2 J065759.31-555435.5,104.49715,-55.90986,IrS,92936.0,0.31,PUN,,4.831,1,0,10,2,1,0,0
4182,SSTSL2 J065759.46-560424.7,104.49777,-56.07354,IrS,86940.0,0.29,PUN,,8.372,1,0,2,2,1,0,0
4192,SSTSL2 J065759.52-555535.8,104.49802,-55.92662,IrS,86940.0,0.29,PUN,,4.363,1,0,10,2,1,0,0
4201,SSTSL2 J065759.62-555703.1,104.49843,-55.95087,IrS,86940.0,0.29,PUN,,4.078,1,0,10,2,1,0,0
4203,WISEA J065759.65-555356.7,104.49855,-55.89911,IrS,95934.0,0.32,PUN,,5.16,1,0,22,3,1,0,0
4207,WISEA J065759.69-561123.0,104.49873,-56.18975,IrS,98932.0,0.33,PUN,,14.84,1,0,12,2,1,0,0
4208,WISEA J065759.69-555215.7,104.49875,-55.87105,IrS,92936.0,0.31,PUN,,6.33,1,0,20,3,1,0,0
4209,[FBC2017] J065759.7-554328.7,104.49875,-55.72464,G,80944.0,0.27,PUN,,14.229,1,0,0,1,1,0,0
4210,[FBC2017] J065759.7-554323.1,104.49875,-55.72308,G,92936.0,0.31,PUN,,14.318,1,0,0,1,1,0,0
4239,SSTSL2 J065759.87-555335.5,104.49947,-55.8932,IrS,92936.0,0.31,PUN,,5.361,1,0,8,2,1,0,0
4252,WISEA J065759.95-555632.3,104.4998,-55.94231,IrS,68952.0,0.23,PUN,,4.072,3,0,33,6,1,0,0
4277,SSTSL2 J065800.15-560257.8,104.50064,-56.0494,IrS,80944.0,0.27,PUN,,7.089,1,0,6,2,1,0,0
4289,SSTSL2 J065800.27-555338.9,104.50115,-55.89414,G,86311.0,0.287902,SUN,,5.282,6,0,30,6,2,0,0
4310,SSTSL2 J065800.43-554801.3,104.50181,-55.80036,IrS,83942.0,0.28,PUN,,9.918,1,0,2,2,1,0,0
4319,WISEA J065800.53-555426.1,104.50223,-55.90726,IrS,88739.0,0.296,SUN,,4.772,1,0,12,2,1,0,0
4335,SSTSL2 J065800.71-554213.2,104.50299,-55.70367,IrS,89938.0,0.3,PUN,,15.401,1,0,4,2,1,0,0
4348,SSTSL2 J065800.78-555742.4,104.50329,-55.96179,IrS,86940.0,0.29,PUN,,3.959,1,0,8,2,1,0,0
4352,SSTSL2 J065800.81-555210.6,104.50339,-55.86964,IrS,89938.0,0.3,PUN,,6.297,1,0,9,2,1,0,0
4395,SSTSL2 J065801.22-560118.8,104.5051,-56.02191,IrS,90537.0,0.302,SUN,,5.701,1,0,8,2,1,0,0
4401,WISEA J065801.17-554733.3,104.50537,-55.79276,IrS,92936.0,0.31,PUN,,10.292,1,0,16,3,1,0,0
4428,WISEA J065801.49-560254.6,104.50642,-56.04856,IrS,95934.0,0.32,PUN,,6.94,1,0,20,3,1,0,0
4449,SSTSL2 J065801.77-560125.2,104.50738,-56.02369,IrS,110923.0,0.37,PUN,,5.73,1,0,10,2,1,0,0
4453,[FBC2017] J065801.8-554132.5,104.5075,-55.69236,G,86940.0,0.29,PUN,,16.022,1,0,0,1,1,0,0
4458,SSTSL2 J065801.82-560242.0,104.5076,-56.04501,IrS,83942.0,0.28,PUN,,6.741,1,0,8,2,1,0,0
4464,SSTSL2 J065801.87-555618.9,104.5078,-55.93858,IrS,77946.0,0.26,PUN,,3.847,1,0,8,2,1,0,0
4472,WISEA J065801.96-555455.8,104.50818,-55.91552,IrS,86940.0,0.29,PUN,,4.338,1,0,22,3,1,0,0
4504,WISEA J065802.14-554612.2,104.50896,-55.77008,IrS,92936.0,0.31,PUN,,11.526,1,0,14,3,1,0,0
4524,SSTSL2 J065802.32-560743.9,104.50967,-56.12887,IrS,80944.0,0.27,PUN,,11.246,1,0,4,2,1,0,0
4550,SSTSL2 J065802.55-560206.4,104.51066,-56.03512,IrS,88679.0,0.2958,SUN,,6.196,1,0,10,2,1,0,0
4577,SSTSL2 J065802.77-555923.9,104.51158,-55.98997,IrS,88888.0,0.2965,SUN,,4.295,1,0,8,2,1,0,0
4579,SSTSL2 J065802.78-560110.9,104.51159,-56.01971,IrS,71950.0,0.24,PUN,,5.457,1,0,10,2,1,0,0
4612,SSTSL2 J065803.05-555518.8,104.51272,-55.92191,IrS,92936.0,0.31,PUN,,4.022,1,0,10,2,1,0,0
4616,WISEA J065803.12-555908.9,104.513,-55.98581,IrS,77946.0,0.26,PUN,,4.126,1,0,22,3,1,0,0
4634,SSTSL2 J065803.27-560038.8,104.51367,-56.01078,IrS,98932.0,0.33,PUN,,5.021,1,0,10,2,1,0,0
4635,WISEA J065803.29-555651.4,104.51372,-55.94763,IrS,92936.0,0.31,PUN,,3.573,1,0,22,3,1,0,0
4642,WISEA J065803.33-554211.3,104.5139,-55.70316,IrS,104927.0,0.35,PUN,,15.341,1,0,12,2,1,0,0
4657,SSTSL2 J065803.48-555248.7,104.51453,-55.88021,IrS,88709.0,0.2959,SUN,,5.568,1,0,10,2,1,0,0
4661,WISEA J065803.52-560114.1,104.51468,-56.0206,G,86940.0,0.29,PUN,,5.429,8,0,47,9,4,3,0
4670,SSTSL2 J065803.59-555516.6,104.51499,-55.92129,IrS,98932.0,0.33,PUN,,3.971,1,0,10,2,1,0,0
4671,SSTSL2 J065803.59-560030.8,104.515,-56.00858,IrS,89938.0,0.3,PUN,,4.896,1,0,10,2,1,0,0
4676,SSTSL2 J065803.63-555035.0,104.51514,-55.84306,IrS,92936.0,0.31,PUN,,7.416,1,0,10,2,1,0,0
4701,SSTSL2 J065803.86-555333.3,104.51612,-55.8926,IrS,68952.0,0.23,PUN,,4.978,1,0,8,2,1,0,0
4710,WISEA J065803.93-555423.3,104.5164,-55.90647,IrS,95934.0,0.32,PUN,,4.415,1,0,22,3,1,0,0
4713,SSTSL2 J065803.94-560758.4,104.51644,-56.13289,IrS,92936.0,0.31,PUN,,11.403,1,0,4,2,1,0,0
4716,SSTSL2 J065803.95-554513.2,104.51649,-55.75368,IrS,74948.0,0.25,PUN,,12.388,1,0,4,2,1,0,0
4729,[FBC2017] J065804.1-554826.8,104.51708,-55.80744,G,89938.0,0.3,PUN,,9.328,1,0,0,1,1,0,0
4739,[FBC2017] J065804.2-561037.3,104.5175,-56.17703,G,80944.0,0.27,PUN,,13.94,1,0,0,1,1,0,0
4749,SSTSL2 J065804.32-555015.5,104.518,-55.83765,IrS,86940.0,0.29,PUN,,7.659,1,0,10,2,1,0,0
4762,WISEA J065804.45-560032.3,104.51858,-56.00898,IrS,71950.0,0.24,PUN,,4.828,1,0,22,3,1,0,0
4768,SSTSL2 J065804.48-554508.4,104.5187,-55.75236,IrS,89938.0,0.3,PUN,,12.443,1,0,2,2,1,0,0
4769,SSTSL2 J065804.48-560118.7,104.51871,-56.02187,IrS,86940.0,0.29,PUN,,5.401,1,0,10,2,1,0,0
4771,WISEA J065804.51-555501.5,104.5188,-55.91711,IrS,101929.0,0.34,PUN,,3.983,1,0,22,3,1,0,0
4777,[FBC2017] J065804.6-560519.8,104.51917,-56.08883,G,104927.0,0.35,PUN,,8.886,1,0,0,1,1,0,0
4780,WISEA J065804.62-560058.2,104.51926,-56.01617,IrS,83942.0,0.28,PUN,,5.128,1,0,22,3,1,0,0
4815,WISEA J065804.91-554538.6,104.52046,-55.76075,IrS,104927.0,0.35,PUN,,11.943,1,0,14,3,1,0,0
4816,WISEA J065804.91-560844.1,104.52047,-56.1456,IrS,92936.0,0.31,PUN,,12.094,1,0,14,3,1,0,0
4819,WISEA J065804.94-560225.1,104.5206,-56.04031,IrS,80944.0,0.27,PUN,,6.266,1,0,22,3,1,0,0
4833,SSTSL2 J065805.10-560450.2,104.52128,-56.08063,IrS,95934.0,0.32,PUN,,8.405,1,0,4,2,1,0,0
4836,SSTSL2 J065805.13-555923.1,104.52138,-55.98976,IrS,92936.0,0.31,PUN,,4.013,1,0,10,2,1,0,0
4841,SSTSL2 J065805.18-555119.0,104.52159,-55.8553,IrS,88049.0,0.2937,SUN,,6.668,1,0,10,2,1,0,0
4849,SSTSL2 J065805.28-554534.4,104.52204,-55.75956,IrS,95934.0,0.32,PUN,,11.997,1,0,2,2,1,0,0
4854,WISEA J065805.33-555606.8,104.52222,-55.93525,IrS,80944.0,0.27,PUN,,3.427,1,0,22,3,1,0,0
4901,SSTSL2 J065805.80-555927.2,104.5242,-55.9909,IrS,92936.0,0.31,PUN,,3.975,1,0,10,2,1,0,0
4902,SSTSL2 J065805.81-560929.3,104.52424,-56.15816,IrS,95934.0,0.32,PUN,,12.787,1,0,2,2,1,0,0
4915,SSTSL2 J065805.93-555211.4,104.52473,-55.86984,IrS,116919.0,0.39,PUN,,5.867,1,0,8,2,1,0,0
4936,SSTSL2 J065806.13-555731.1,104.52557,-55.95865,IrS,89938.0,0.3,PUN,,3.192,1,0,8,2,1,0,0
4986,SSTSL2 J065806.66-555546.9,104.52776,-55.9297,IrS,95934.0,0.32,PUN,,3.366,1,0,10,2,1,0,0
4991,SSTSL2 J065806.68-555448.3,104.52784,-55.91344,IrS,89038.0,0.297,SUN,,3.855,1,0,10,2,1,0,0
5007,WISEA J065806.78-555413.5,104.52826,-55.90377,IrS,110923.0,0.37,PUN,,4.217,1,0,22,3,1,0,0
5017,SSTSL2 J065806.87-555519.0,104.52865,-55.92195,IrS,116919.0,0.39,PUN,,3.549,1,0,10,2,1,0,0
5033,[FBC2017] J065807.0-560656.4,104.52917,-56.11567,G,110923.0,0.37,PUN,,10.289,1,0,0,1,1,0,0
5034,[FBC2017] J065807.0-554523.4,104.52917,-55.7565,G,110923.0,0.37,PUN,,12.111,1,0,0,1,1,0,0
5045,SSTSL2 J065807.06-554531.1,104.52944,-55.75866,IrS,92936.0,0.31,PUN,,11.983,1,0,4,2,1,0,0
5048,WISEA J065807.10-554407.9,104.52962,-55.73555,IrS,98932.0,0.33,PUN,,13.328,1,0,14,3,1,0,0
5064,WISEA J065807.24-560242.1,104.53018,-56.04505,IrS,92936.0,0.31,PUN,,6.35,1,0,20,3,1,0,0
5083,[FBC2017] J065807.5-561231.0,104.53125,-56.20861,G,89938.0,0.3,PUN,,15.69,1,0,0,1,1,0,0
5084,WISEA J065807.50-555533.0,104.53128,-55.92585,IrS,88229.0,0.2943,SUN,,3.359,1,0,22,3,1,0,0
5103,SSTSL2 J065807.63-555120.8,104.53183,-55.85579,IrS,90088.0,0.3005,SUN,,6.478,1,0,7,2,1,0,0
5106,WISEA J065807.73-555558.2,104.53184,-55.93269,IrS,101929.0,0.34,PUN,,3.171,1,0,20,3,1,0,0
5110,SSTSL2 J065807.67-555247.3,104.53197,-55.87983,IrS,92936.0,0.31,PUN,,5.233,1,0,10,2,1,0,0
5113,WISEA J065807.69-561000.4,104.53206,-56.16678,IrS,83942.0,0.28,PUN,,13.228,1,0,16,3,1,0,0
5118,SSTSL2 J065807.71-560028.1,104.53217,-56.00783,IrS,113921.0,0.38,PUN,,4.466,1,0,10,2,1,0,0
5127,SSTSL2 J065807.80-560127.1,104.53253,-56.02421,IrS,89938.0,0.3,PUN,,5.239,1,0,30,3,1,0,0
5137,SSTSL2 J065807.87-555741.4,104.53279,-55.96152,IrS,83942.0,0.28,PUN,,2.98,1,0,10,2,1,0,0
5151,1ES 0657-558:[BBR2002] 06,104.53333,-55.92611,G,88245.0,0.294353,SUN,22.97,3.29,1,0,0,1,1,0,0
5158,WISEA J065808.05-560726.7,104.53358,-56.12411,IrS,92936.0,0.31,PUN,,10.733,1,0,12,2,1,0,0
5201,[FBC2017] J065808.4-554742.0,104.535,-55.795,G,116919.0,0.39,PUN,,9.833,1,0,0,1,1,0,0
5205,WISEA J065808.43-555335.5,104.53516,-55.89321,G,91966.0,0.306765,SUN,,4.524,3,0,22,4,2,0,0
5210,SSTSL2 J065808.47-560201.7,104.53533,-56.03383,IrS,104927.0,0.35,PUN,,5.678,1,0,10,2,1,0,0
5215,[FBC2017] J065808.5-554555.6,104.53542,-55.76544,G,86940.0,0.29,PUN,,11.538,1,0,0,1,1,0,0
5225,WISEA J065808.59-555734.3,104.53581,-55.95954,IrS,107925.0,0.36,PUN,,2.859,1,0,20,3,1,0,0
5244,SSTSL2 J065808.83-555245.1,104.53682,-55.8792,IrS,92936.0,0.31,PUN,,5.175,1,0,10,2,1,0,0
5249,WISEA J065808.86-555613.5,104.53694,-55.9371,IrS,89938.0,0.3,PUN,,2.922,1,0,22,3,1,0,0
5260,SSTSL2 J065808.93-560658.1,104.53722,-56.11614,IrS,74948.0,0.25,PUN,,10.24,1,0,2,2,1,0,0
5261,WISEA J065808.93-555623.0,104.53723,-55.93974,IrS,86940.0,0.29,PUN,,2.868,1,0,22,3,1,0,0
5269,[FBC2017] J065809.0-554516.5,104.5375,-55.75458,G,89938.0,0.3,PUN,,12.155,1,0,0,1,1,0,0
5271,SSTSL2 J065809.00-555917.7,104.53751,-55.98827,IrS,98932.0,0.33,PUN,,3.524,1,0,8,2,1,0,0
5279,SSTSL2 J065809.05-555558.7,104.53771,-55.93298,IrS,104927.0,0.35,PUN,,2.982,1,0,10,2,1,0,0
5292,SSTSL2 J065809.17-560016.1,104.53824,-56.00448,IrS,98932.0,0.33,PUN,,4.181,1,0,10,2,1,0,0
5293,SSTSL2 J065809.18-555240.3,104.53826,-55.87787,IrS,92936.0,0.31,PUN,,5.217,1,0,10,2,1,0,0
5304,WISEA J065809.20-555553.1,104.53851,-55.93117,IrS,92936.0,0.31,PUN,,3.0,1,0,22,3,1,0,0
5331,SSTSL2 J065809.46-555842.4,104.53943,-55.97845,IrS,92936.0,0.31,PUN,,3.137,1,0,10,2,1,0,0
5338,SSTSL2 J065809.48-555955.7,104.53954,-55.99883,IrS,110923.0,0.37,PUN,,3.901,1,0,10,2,1,0,0
5351,SSTSL2 J065809.57-560750.3,104.5399,-56.13066,IrS,86940.0,0.29,PUN,,11.059,1,0,4,2,1,0,0
5358,SSTSL2 J065809.14-554952.9,104.54007,-55.83085,XrayS,101929.0,0.34,PUN,,7.738,5,0,48,9,1,1,0
5370,[FBC2017] J065809.7-555437.4,104.54042,-55.91039,G,87989.0,0.2935,SUN,,3.647,1,0,0,1,1,0,0
5371,[FBC2017] J065809.7-555435.8,104.54042,-55.90994,G,90627.0,0.3023,SUN,,3.666,1,0,0,1,1,0,0
5374,WISEA J065809.67-555323.0,104.5405,-55.88963,IrS,104927.0,0.35,PUN,,4.587,1,0,22,3,1,0,0
5384,SSTSL2 J065809.78-554944.7,104.54077,-55.82911,IrS,89938.0,0.3,PUN,,7.829,1,0,10,2,1,0,0
5393,SSTSL2 J065809.85-555340.0,104.54107,-55.89446,IrS,101929.0,0.34,PUN,,4.342,1,0,8,2,1,0,0
5397,SSTSL2 J065809.89-560238.1,104.54124,-56.04394,IrS,74948.0,0.25,PUN,,6.124,1,0,8,2,1,0,0
5414,[FBC2017] J065810.0-554952.5,104.54167,-55.83125,G,113921.0,0.38,PUN,,7.698,1,0,0,1,1,0,0
5425,WISEA J065810.10-555721.6,104.54211,-55.95601,IrS,86940.0,0.29,PUN,,2.622,1,0,22,3,1,0,0
5428,SSTSL2 J065810.11-554355.5,104.54214,-55.73208,IrS,86940.0,0.29,PUN,,13.442,1,0,2,2,1,0,0
5433,SSTSL2 J065810.16-560105.8,104.54237,-56.0183,IrS,89938.0,0.3,PUN,,4.76,1,0,10,2,1,0,0
5435,SSTSL2 J065810.17-560322.5,104.5424,-56.05627,IrS,89938.0,0.3,PUN,,6.783,1,0,8,2,1,0,0
5458,WISEA J065810.38-555847.7,104.54328,-55.97992,G,179876.0,0.6,UUN,,3.074,1,0,24,4,1,0,0
5461,[FBC2017] J065810.4-554115.7,104.54333,-55.68769,G,92936.0,0.31,PUN,,16.056,1,0,0,1,1,0,0
5462,WISEA J065810.40-554405.2,104.54337,-55.7348,IrS,95934.0,0.32,PUN,,13.274,1,0,12,2,1,0,0
5466,SSTSL2 J065810.43-555500.4,104.54348,-55.9168,IrS,98932.0,0.33,PUN,,3.316,1,0,6,2,1,0,0
5477,SSTSL2 J065810.51-560631.3,104.5438,-56.1087,IrS,92936.0,0.31,PUN,,9.751,1,0,4,2,1,0,0
5495,WISEA J065810.63-560211.4,104.54432,-56.03652,IrS,74948.0,0.25,PUN,,5.678,1,0,22,3,1,0,0
5501,WISEA J065810.67-560840.0,104.54449,-56.14447,IrS,98932.0,0.33,PUN,,11.831,1,0,16,3,1,0,0
5504,SSTSL2 J065810.69-555401.1,104.54455,-55.90032,IrS,86940.0,0.29,PUN,,3.994,1,0,10,2,1,0,0
5506,SSTSL2 J065810.69-555542.4,104.54457,-55.92845,IrS,104927.0,0.35,PUN,,2.892,1,0,8,2,1,0,0
5525,SSTSL2 J065810.82-555934.9,104.54511,-55.99305,IrS,98932.0,0.33,PUN,,3.523,1,0,10,2,1,0,0
5542,[FBC2017] J065811.0-554313.1,104.54583,-55.72031,G,83942.0,0.28,PUN,,14.113,1,0,0,1,1,0,0
5548,WISEA J065811.02-555728.8,104.54592,-55.95801,IrS,77946.0,0.26,PUN,,2.51,1,0,22,3,1,0,0
5561,SSTSL2 J065811.13-554731.1,104.54638,-55.79199,IrS,107925.0,0.36,PUN,,9.904,1,0,4,2,1,0,0
5571,[FBC2017] J065811.2-554113.8,104.54667,-55.68717,G,101929.0,0.34,PUN,,16.07,1,0,0,1,1,0,0
5578,SSTSL2 J065811.25-560619.6,104.54688,-56.10545,IrS,86940.0,0.29,PUN,,9.536,1,0,2,2,1,0,0
