No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
1301,WISEA J201147.95-565706.7,302.95042,-56.95194,*,135.0,0.00045,SLS,18.1r,9.371,2,0,12,2,1,0,0
1309,WISEA J201148.32-565631.0,302.95136,-56.94195,G,16540.0,0.05517,SLS,17.6V,8.926,5,0,18,5,1,0,0
1311,WISEA J201148.48-564842.4,302.95209,-56.81186,G,11545.0,0.03851,SLS,16.50,6.633,7,0,17,5,4,0,0
1326,[BSL2004] J201149.3-565601.3,302.95404,-56.93336,*,9.0,3e-05,SLS,19.1I,8.512,3,0,4,1,1,0,0
1328,WISEA J201148.99-565502.7,302.95417,-56.91742,G,15232.0,0.05081,SLS,17.2V,7.906,3,0,12,3,1,0,0
1330,2MASS J20114906-5644285,302.95429,-56.74144,*,60.0,0.0002,SLS,17.2r,8.646,2,0,6,2,1,0,0
1332,WISEA J201149.12-565428.4,302.95469,-56.9079,G,82089.0,0.27382,SLS,18.8r,7.566,2,0,12,2,1,0,0
1336,WISEA J201149.29-564430.3,302.95538,-56.74176,*,558.0,0.00186,SLS,18.2r,8.607,2,0,18,3,1,0,0
1370,2MASX J20115068-5700272,302.96095,-57.00754,G,16262.0,0.054244,UUN,16.6V,11.822,13,0,17,6,4,2,0
1375,WISEA J201150.76-564223.4,302.96151,-56.70652,G,15523.0,0.05178,SLS,19.3V,10.037,5,0,12,4,1,0,0
1398,WISEA J201151.53-564859.5,302.96472,-56.81656,G,57446.0,0.19162,SLS,19.9I,6.164,4,0,16,3,2,0,0
1423,2CXO J201152.4-563811,302.96855,-56.63645,XrayS,268944.0,0.8971,PUN,,13.511,2,0,17,3,1,2,0
1425,2MASS J20115251-5701328,302.9688,-57.0258,*,36.0,0.00012,SLS,17.4r,12.65,2,0,6,2,1,0,0
1431,WISEA J201152.62-564146.0,302.96926,-56.69614,G,17562.0,0.05858,SLS,17.4V,10.392,5,0,18,5,1,0,0
1458,WISEA J201153.60-564528.2,302.97363,-56.75795,G,15751.0,0.05254,SLS,18.8I,7.513,4,0,16,4,2,0,0
1461,WISEA J201153.75-565114.1,302.97399,-56.85393,*,96.0,0.00032,SLS,16.6r,5.778,2,0,18,3,1,0,0
1479,2MASS J20115433-5651094,302.97641,-56.85263,*,159.0,0.00053,SLS,16.1r,5.688,2,0,6,2,1,0,0
1488,[OCN2009] J201154.70-565600.2,302.97796,-56.93339,*,36.0,0.00012,SLS,16.4r,7.945,2,0,0,1,1,0,0
1493,[JHC2008] 067,302.97833,-56.93286,G,14690.0,0.049,SLS,17.7b,7.914,2,0,1,1,1,0,0
1498,WINGS J201154.88-564444.4,302.97882,-56.74561,G,16369.0,0.0546,SLS,18.5I,7.892,8,0,4,5,3,0,0
1499,WISEA J201154.92-564237.5,302.97886,-56.71043,G,15595.0,0.052019,UUN,17.0V,9.508,8,0,27,6,3,2,1
1503,WISEA J201155.07-565551.4,302.97948,-56.93096,G,14445.0,0.048183,UUN,15.7V,7.806,14,0,32,9,8,2,0
1507,WISEA J201155.16-563953.2,302.97986,-56.66479,G,18716.0,0.06243,SLS,18.5V,11.825,5,0,12,4,1,0,0
1510,WISEA J201155.24-570018.1,302.98012,-57.00483,*,183.0,0.00061,SLS,17.8r,11.367,2,0,12,2,1,0,0
1516,[OCN2009] J201155.51-564720.7,302.98129,-56.78911,*,339.0,0.00113,SLS,18.8r,6.238,2,0,0,1,1,0,0
1532,WISEA J201156.10-564434.5,302.98378,-56.74292,G,17100.0,0.057039,SUN,16.3V,7.895,12,0,31,6,4,2,0
1541,WISEA J201156.50-564301.1,302.98543,-56.71699,*,36.0,0.00012,SLS,18.1r,9.062,2,0,17,3,1,0,0
1544,WISEA J201156.77-564146.1,302.98658,-56.69615,G,16456.0,0.05489,SLS,18.0V,10.08,5,0,18,5,1,0,0
1562,WINGS J201157.36-565428.0,302.98898,-56.90776,G,30726.0,0.10249,SLS,19.6I,6.647,5,0,4,3,1,0,0
1570,WISEA J201157.62-564959.4,302.99012,-56.83317,G,16116.0,0.053757,UUN,17.1V,5.192,12,0,31,8,6,2,0
1577,WISEA J201157.94-565258.0,302.99143,-56.8828,*,24.0,8e-05,SLS,17.9r,5.767,2,0,17,3,1,0,0
1614,WISEA J201159.21-564539.2,302.99675,-56.76091,G,19188.0,0.064004,UUN,14.9V,6.828,26,0,50,10,8,3,0
1639,WISEA J201200.14-570313.0,303.00059,-57.05362,G,70181.0,0.2341,SLS,19.0V,13.751,6,0,18,6,2,0,0
1641,WISEA J201200.14-564003.1,303.00085,-56.66755,G,14489.0,0.04833,SLS,19.1V,11.368,7,0,12,6,3,0,0
1647,WISEA J201200.40-564519.3,303.0017,-56.75537,*,72.0,0.00024,SLS,15.7r,6.947,2,0,18,3,1,0,0
1653,WISEA J201200.78-570119.9,303.00328,-57.02222,G,15047.0,0.050191,UUN,15.8V,11.97,14,0,28,8,6,2,0
1671,WISEA J201201.35-564814.0,303.00563,-56.80389,G,16619.0,0.055435,UUN,16.7V,5.125,12,0,48,8,3,3,0
1678,WISEA J201201.54-565130.5,303.00641,-56.85843,G,17841.0,0.05951,SLS,18.1I,4.788,8,0,16,6,3,0,0
1690,WINGS J201201.83-564440.7,303.00763,-56.74464,G,14240.0,0.0475,SLS,,7.301,2,0,0,2,2,0,0
1701,2MASS J20120222-5648095,303.00904,-56.8025,*,96.0,0.00032,SLS,17.4r,5.059,2,0,5,2,1,0,0
1703,WINGS J201202.26-565634.3,303.00934,-56.94281,G,14204.0,0.04738,SLS,17.7V,7.709,6,0,0,4,3,0,0
1707,WISEA J201202.29-564642.6,303.00955,-56.77851,G,17007.0,0.05673,SLS,16.8I,5.817,6,0,22,5,1,0,0
1712,WISEA J201202.47-570358.0,303.01031,-57.06613,G,15781.0,0.05264,SLS,17.9V,14.353,5,0,12,4,1,0,0
1750,WISEA J201203.83-565503.3,303.01605,-56.91747,G,18242.0,0.06085,SLS,18.7I,6.393,8,0,16,6,3,0,0
1770,WISEA J201204.23-563938.3,303.01763,-56.66066,G,17784.0,0.059321,UUN,16.8V,11.527,15,0,29,7,4,2,0
1772,WISEA J201204.24-564243.6,303.01769,-56.71212,G,16656.0,0.05556,SLS,16.8I,8.734,6,0,22,5,1,0,0
1812,WISEA J201205.30-564829.4,303.02183,-56.808,*,150.0,0.0005,SLS,18.6r,4.539,2,0,12,2,1,0,0
1838,2MASS J20120587-5646142,303.02492,-56.77042,*,258.0,0.00086,SLS,17.3r,5.767,2,0,6,2,1,0,0
1868,WISEA J201207.09-564536.8,303.02951,-56.7602,G,17214.0,0.05742,SLS,18.0I,6.123,8,0,16,6,3,0,0
1876,WISEA J201207.30-563909.5,303.03043,-56.65265,G,98374.0,0.32814,SLS,18.2r,11.83,2,0,18,3,1,0,0
1925,WISEA J201208.89-570321.0,303.0369,-57.05586,G,15847.0,0.05286,SLS,18.7V,13.51,7,0,12,6,3,0,0
1926,WISEA J201208.88-564751.5,303.03696,-56.79768,G,14249.0,0.04753,SLS,18.9I,4.407,7,0,16,6,2,0,0
1955,WINGS J201209.78-563944.9,303.0408,-56.66244,G,17514.0,0.05842,SLS,19.4V,11.164,5,0,0,3,1,0,0
1995,WISEA J201210.66-564804.9,303.04443,-56.80137,*,84.0,0.00028,SLS,17.4r,4.08,2,0,18,3,1,0,0
1996,WISEA J201210.67-564751.4,303.0445,-56.79762,G,80153.0,0.26736,SLS,17.8I,4.207,6,0,22,5,1,0,0
2014,WISEA J201211.13-565008.7,303.04638,-56.83576,G,15122.0,0.05044,SLS,18.7I,3.339,6,0,16,4,1,0,0
2016,WISEA J201211.27-565219.8,303.04663,-56.87239,G,38164.0,0.1273,SLS,18.6I,3.881,7,0,16,5,2,0,0
2025,WISEA J201211.38-564557.8,303.04758,-56.7661,G,29188.0,0.09736,SLS,18.7I,5.477,7,0,16,5,2,0,0
2027,WISEA J201211.49-565100.7,303.04789,-56.8502,G,15191.0,0.050672,UUN,16.9V,3.351,12,0,32,5,4,2,0
2038,WISEA J201211.79-565328.5,303.04901,-56.89137,G,15439.0,0.0515,SLS,18.2I,4.517,7,0,16,5,2,0,0
2044,WISEA J201212.03-564843.0,303.0502,-56.81177,G,18054.0,0.060222,UUN,17.60,3.601,14,0,32,7,7,2,0
2054,2MASS J20121224-5651063,303.05118,-56.8517,G,17727.0,0.05913,SLS,17.8I,3.265,6,0,8,5,2,0,0
2059,[OCN2009] J201212.42-565545.8,303.05175,-56.92939,G,16629.0,0.05547,SLS,17.8r,6.274,1,0,0,1,1,0,0
2064,[OCN2009] J201212.54-564941.4,303.05225,-56.82819,*,138.0,0.00046,SLS,18.8r,3.207,2,0,0,1,1,0,0
2078,WISEA J201213.05-565025.4,303.05439,-56.84041,G,15514.0,0.051749,UUN,17.0V,3.071,11,0,32,7,4,2,0
2086,WINGS J201213.22-564035.2,303.05505,-56.67645,G,14429.0,0.04813,SLS,,10.22,1,0,0,1,1,0,0
2092,WISEA J201213.43-565244.8,303.05599,-56.87914,G,14960.0,0.0499,SLS,18.1I,3.86,6,0,16,4,1,0,0
2113,WISEA J201214.05-563935.9,303.05858,-56.65998,*,204.0,0.00068,SLS,16.5r,11.136,2,0,18,3,1,0,0
2144,[OCN2009] J201214.85-570251.9,303.06187,-57.04775,*,93.0,0.00031,SLS,17.6r,12.838,2,0,0,1,1,0,0
2145,WISEA J201214.92-563559.0,303.0622,-56.59973,G,16881.0,0.05631,SLS,17.6V,14.631,7,0,13,5,2,0,0
2146,WISEA J201214.98-570254.5,303.06244,-57.0485,*,288.0,0.00096,SLS,18.0r,12.878,2,0,12,2,1,0,0
2149,WISEA J201215.03-563818.6,303.06264,-56.63851,G,16806.0,0.056059,UUN,16.9V,12.352,11,0,29,6,3,2,0
2150,NFP J201215.1-565535,303.0627,-56.92632,G,44641.0,0.148906,UUN,,5.938,1,0,0,1,1,0,0
2180,WISEA J201215.89-564031.3,303.06623,-56.67538,G,17076.0,0.05696,SLS,18.7r,10.178,1,0,12,2,1,0,0
2198,WISEA J201216.50-565802.8,303.06876,-56.96745,G,16550.0,0.055205,UUN,16.1V,8.132,16,0,28,8,8,2,0
2208,WISEA J201216.75-564158.6,303.06981,-56.69962,G,57698.0,0.19246,SLS,18.8V,8.748,2,0,12,2,1,0,0
2213,WISEA J201217.02-570008.6,303.07053,-57.00245,G,16989.0,0.05667,SLS,19.5V,10.13,7,0,12,6,3,0,0
2228,WISEA J201217.45-563557.6,303.07274,-56.59934,G,16920.0,0.05644,SLS,17.9V,14.591,4,0,18,5,1,0,0
2241,WINGS J201217.79-565524.3,303.0741,-56.92339,G,89137.0,0.29733,SLS,19.7V,5.613,5,0,0,4,1,0,0
2249,WISEA J201218.06-564147.1,303.07526,-56.69642,G,16722.0,0.055779,UUN,15.7V,8.882,17,0,49,10,6,2,0
2273,WISEA J201218.59-564808.1,303.0775,-56.80227,G,16908.0,0.0564,SLS,16.9r,3.195,1,0,18,3,1,0,0
2279,WISEA J201218.89-564006.9,303.07872,-56.6686,G,16324.0,0.05445,SLS,18.1r,10.474,1,0,17,3,1,0,0
2282,WISEA J201218.91-565041.4,303.07883,-56.84485,G,15829.0,0.0528,SLS,17.8V,2.295,7,0,18,7,3,0,0
2290,2MASS J20121918-5651282,303.07995,-56.85783,*,123.0,0.00041,SLS,17.3r,2.501,2,0,5,2,1,0,1
2298,WISEA J201219.50-565210.0,303.08129,-56.86945,G,36257.0,0.12094,SLS,17.9I,2.849,3,0,16,2,1,0,0
2309,WISEA J201219.73-565613.3,303.08221,-56.93704,G,88541.0,0.29534,SLS,18.3r,6.265,2,0,12,2,1,0,0
2319,[BSL2004] J201220.1-564804.1,303.08358,-56.80111,G,15277.0,0.05096,SLS,18.0I,3.104,2,0,4,1,1,0,0
2320,WISEA J201220.08-565129.9,303.0837,-56.85833,G,87974.0,0.29345,SLS,18.2I,2.406,2,0,16,2,1,0,0
2323,PSZ2 G340.88-33.36,303.0839,-56.8148,GClstr,16668.0,0.0556,SUN,,2.555,5,0,0,2,2,0,0
2340,WISEA J201220.82-564233.3,303.08677,-56.70925,G,17445.0,0.05819,UUN,17.91,8.04,10,0,28,5,4,2,0
2351,WISEA J201221.23-565509.4,303.08847,-56.91928,*,21.0,7e-05,SLS,17.9r,5.197,2,0,33,5,1,1,0
2357,RXGCC 816,303.089,-56.809,GClstr,16489.0,0.055,UUN,,2.643,1,0,0,1,1,0,0
2365,WISEA J201221.54-564755.8,303.08977,-56.79885,G,15490.0,0.05167,SLS,16.31,3.074,8,0,46,6,3,3,1
2370,2MASX J20122191-5648113,303.09121,-56.80261,G,16519.0,0.055101,UUN,17.00,2.87,9,0,13,1,4,2,1
2373,WISEA J201222.06-564948.1,303.09195,-56.83004,G,19139.0,0.06384,SLS,18.3I,1.915,2,0,16,2,1,0,0
2377,WISEA J201222.30-564828.3,303.09292,-56.80787,G,16806.0,0.05606,SLS,16.9I,2.598,2,0,22,3,1,0,0
2388,[OCN2009] J201222.65-565819.9,303.09438,-56.97222,*,78.0,0.00026,SLS,18.2r,8.184,1,0,0,1,1,0,0
2401,WISEA J201223.06-565023.5,303.09609,-56.83988,G,14789.0,0.049331,UUN,16.71,1.703,12,0,25,3,5,2,0
2412,2MASS J20122346-5650175,303.09779,-56.8382,G,15506.0,0.051722,UUN,17.64,1.647,7,0,10,2,3,0,0
2437,WINGS J201224.36-564949.0,303.10153,-56.83028,G,69324.0,0.23124,SLS,20.0V,1.61,3,0,0,2,1,0,0
2444,[OCN2009] J201224.45-570159.5,303.10188,-57.03322,G,3577.0,0.01193,SLS,18.9r,11.751,1,0,0,1,1,0,0
2461,MRSS 186-271756,303.10346,-56.81458,*,147.0,0.00049,SLS,18.1r,2.068,1,0,0,1,1,0,0
2497,WISEA J201225.60-564752.1,303.10668,-56.79783,G,17384.0,0.057987,UUN,16.3V,2.817,16,0,48,9,6,3,1
2524,[OCN2009] J201226.56-570007.9,303.11071,-57.00222,*,162.0,0.00054,SLS,18.5r,9.869,1,0,0,1,1,0,0
2534,WINGS J201226.78-565406.8,303.11157,-56.9019,G,13623.0,0.04544,SLS,16.9I,3.958,6,0,21,5,2,1,0
2551,SPT-CL J2012-5649,303.1132,-56.8308,GClstr,16489.0,0.055,UUN,,1.242,6,0,0,2,3,0,0
2558,ABELL 3667,303.11371,-56.82678,GClstr,16558.0,0.055231,UUN,15.4J,1.342,351,9,12,25,47,0,0
2559,IC 4965,303.11397,-56.82672,G,16690.0,0.055672,UUN,13.2V,1.337,44,2,43,15,11,16,0
2604,WISEA J201228.40-564742.8,303.11835,-56.79523,*,186.0,0.00062,SLS,16.6r,2.8,1,0,18,3,1,0,0
2619,PSZ-SN3 J2012-5650,303.11938,-56.84431,GClstr,16087.0,0.05366,SST,,0.99,1,0,0,1,1,0,0
2640,2MASS J20122928-5650150,303.12202,-56.83752,*,222.0,0.00074,SLS,17.9r,0.855,1,0,6,2,1,0,0
2642,WISEA J201229.32-570243.7,303.12219,-57.04549,G,99597.0,0.33222,SLS,19.8V,12.418,5,0,18,5,1,0,0
2650,WISEA J201229.51-564800.3,303.12298,-56.80009,G,14762.0,0.04924,SLS,15.7V,2.474,11,0,22,5,2,0,0
2666,WISEA J201229.82-565608.2,303.12426,-56.93556,*,57.0,0.00019,SLS,17.0r,5.846,2,0,18,3,1,0,0
2670,WISEA J201229.91-564836.4,303.12465,-56.81011,G,16225.0,0.05412,SLS,17.0I,1.894,6,0,22,5,1,0,0
2677,ABELL 3667 NED01,303.1254,-56.81653,GClstr,16788.0,0.056,SUN,,1.538,1,0,0,1,1,0,0
2678,ABELL 3667 NED02,303.1254,-56.81653,GClstr,29679.0,0.099,SUN,,1.538,1,0,0,1,1,0,0
2680,WISEA J201230.16-570008.3,303.12569,-57.00231,G,15930.0,0.053137,UUN,17.5V,9.826,7,0,27,5,2,2,0
2683,WISEA J201230.26-565017.9,303.12612,-56.83832,G,13775.0,0.04595,SLS,17.6V,0.717,7,0,22,5,1,0,0
2695,PSZRX G340.85-33.39,303.12775,-56.84007,XrayS,16668.0,0.0556,SST,,0.666,1,0,0,1,1,0,0
2696,WISEA J201230.76-564937.5,303.12817,-56.82709,G,17174.0,0.057286,UUN,17.3V,0.965,10,0,22,5,3,0,0
2701,WISEA J201230.86-564753.9,303.12859,-56.79832,G,14597.0,0.04869,UUN,15.4V,2.522,19,0,32,9,7,2,0
2709,WISEA J201231.01-565359.5,303.12925,-56.89988,G,37693.0,0.12573,SLS,17.5r,3.704,3,0,12,3,2,0,0
2710,WISEA J201231.05-565036.1,303.12938,-56.84338,*,39.0,0.00013,SLS,18.8r,0.664,1,0,12,2,1,0,0
2726,WISEA J201231.60-564810.7,303.13171,-56.803,*,15.0,5e-05,SLS,16.2r,2.225,2,0,18,3,1,0,0
2739,[OCN2009] J201231.84-565306.0,303.13271,-56.885,*,123.0,0.00041,SLS,16.6r,2.805,1,0,0,1,1,0,0
2748,WISEA J201232.07-570126.0,303.13361,-57.02387,G,17073.0,0.05695,SLS,19.5V,11.102,6,0,12,6,2,0,0
2753,WISEA J201232.16-565104.6,303.13401,-56.85129,G,16315.0,0.05442,SLS,17.0I,0.868,5,0,22,5,1,0,0
2756,[OCN2009] J201232.17-564940.2,303.13408,-56.82786,G,17262.0,0.05758,SLS,18.4r,0.808,1,0,0,1,1,0,0
2803,WISEA J201233.01-564844.5,303.13756,-56.81236,G,16183.0,0.05398,SLS,17.0I,1.634,5,0,22,5,3,0,0
2806,WISEA J201233.06-564249.5,303.13777,-56.71377,G,15606.0,0.052056,UUN,16.0V,7.521,17,0,28,9,9,2,0
2834,[OCN2009] J201233.69-565119.0,303.14038,-56.85528,G,17865.0,0.05959,SLS,18.6r,1.008,1,0,0,1,1,0,0
2847,WISEA J201233.98-563844.5,303.14166,-56.64577,G,17244.0,0.05752,SLS,19.8V,11.595,6,0,12,6,2,0,0
2852,2MASS J20123406-5700103,303.14193,-57.00288,*,18.0,6e-05,SLS,18.8r,9.835,2,0,6,2,1,0,0
2895,2MASS J20123529-5643580,303.14734,-56.73252,G,16288.0,0.05433,SLS,17.6I,6.389,8,0,10,6,3,0,0
2909,WISEA J201235.88-565350.2,303.14951,-56.8973,G,89128.0,0.2973,SLS,18.7r,3.498,5,0,38,6,1,5,0
2955,WISEA J201236.78-565141.7,303.15327,-56.8616,G,16351.0,0.05454,SLS,16.6I,1.367,6,0,22,5,1,0,0
2983,WISEA J201237.69-565229.0,303.15741,-56.87468,G,30969.0,0.1033,SLS,18.0I,2.164,7,0,16,5,2,0,0
2988,WISEA J201237.90-564956.8,303.15793,-56.83247,*,0.0,0.0,SLS,17.7r,0.511,1,0,16,3,1,0,0
3026,WISEA J201238.71-565205.5,303.16129,-56.86822,G,36560.0,0.12195,SLS,16.6I,1.807,8,0,41,8,2,1,0
3029,2MASS J20123875-5651432,303.16148,-56.86201,*,153.0,0.00051,SLS,15.5r,1.451,1,0,6,2,1,0,0
3039,WISEA J201238.97-564650.6,303.16245,-56.78064,G,17559.0,0.05857,SLS,19.2I,3.534,7,0,16,6,2,0,0
3047,2MASX J20123922-5651352,303.16353,-56.85978,G,36119.0,0.12048,SLS,16.9V,1.348,9,0,19,4,3,2,0
3060,WISEA J201239.39-570226.2,303.16431,-57.04041,G,16147.0,0.05386,SLS,19.4V,12.097,6,0,12,6,2,0,0
3061,WISEA J201239.43-564923.9,303.16438,-56.82325,*,144.0,0.00048,SLS,18.9r,1.088,2,0,12,2,1,0,0
3073,WISEA J201239.63-563549.0,303.16516,-56.59695,G,17123.0,0.057116,UUN,16.9V,14.533,13,0,27,8,5,2,0
3080,WINGS J201239.77-564504.2,303.16574,-56.75113,G,18731.0,0.06248,SLS,18.8I,5.304,7,0,4,5,2,0,0
3091,[OCN2009] J201240.06-565612.1,303.16692,-56.93672,*,153.0,0.00051,SLS,18.2r,5.897,2,0,0,1,1,0,0
3097,WISEA J201240.18-565239.3,303.16769,-56.87751,G,14762.0,0.04924,SLS,18.9I,2.4,7,0,17,6,2,0,0
3099,2MASS J20124031-5645013,303.16797,-56.75037,*,9.0,3e-05,SLS,17.7r,5.358,2,0,6,2,1,0,0
3101,WISEA J201240.33-565859.8,303.16807,-56.9833,G,16021.0,0.05344,SLS,18.8V,8.683,5,0,12,4,1,0,0
3113,WINGS J201240.60-564109.8,303.16919,-56.68604,G,17919.0,0.05977,SLS,19.8V,9.204,6,0,0,5,2,0,0
3114,WISEA J201240.61-564039.6,303.16922,-56.67768,*,93.0,0.00031,SLS,18.1r,9.704,2,0,12,2,1,0,0
3115,WISEA J201240.60-565225.6,303.16925,-56.87381,*,21.0,7e-05,SLS,18.0r,2.203,2,0,12,2,1,0,0
3116,WISEA J201240.63-564949.0,303.16932,-56.8303,G,17138.0,0.057166,UUN,16.3V,0.874,13,0,40,6,4,4,0
3117,WISEA J201240.73-565147.3,303.16974,-56.86316,G,16908.0,0.0564,SLS,16.9V,1.617,11,0,31,8,4,2,0
3120,WISEA J201240.80-565441.9,303.17002,-56.91164,*,63.0,0.00021,SLS,18.8r,4.419,2,0,18,3,1,0,0
3142,WISEA J201241.26-565342.2,303.17193,-56.89506,G,88124.0,0.29395,SLS,18.1I,3.455,6,0,22,5,1,0,0
3143,WISEA J201241.33-563714.5,303.17221,-56.62044,*,192.0,0.00064,SLS,18.7r,13.137,2,0,12,2,1,0,0
3159,WISEA J201241.77-564559.1,303.17406,-56.76642,G,18449.0,0.06154,SLS,18.2b,4.438,9,0,23,7,3,0,0
3169,WISEA J201241.94-565402.4,303.17475,-56.90068,G,89110.0,0.29724,SLS,18.0I,3.804,6,0,22,5,1,0,0
3181,WISEA J201242.22-570056.0,303.17594,-57.01556,G,16463.0,0.054915,SUN,16.8V,10.633,9,0,27,6,3,2,0
3194,WISEA J201242.48-570131.6,303.17702,-57.02544,*,6.0,2e-05,SLS,18.4r,11.227,2,0,18,3,1,0,0
3205,WISEA J201242.86-565406.2,303.17858,-56.90173,G,89302.0,0.29788,SLS,18.2I,3.896,6,0,16,4,1,0,0
3208,WISEA J201242.95-564932.9,303.17898,-56.82582,G,16736.0,0.055825,UUN,17.1V,1.289,10,0,37,9,5,0,0
3210,WISEA J201243.01-570308.6,303.17925,-57.05242,G,44621.0,0.14884,SLS,19.1V,12.846,5,0,12,4,1,0,0
3215,WISEA J201243.12-563804.6,303.17972,-56.63453,G,17115.0,0.05709,SLS,19.4V,12.312,6,0,12,6,2,0,0
3222,WISEA J201243.33-565301.1,303.18051,-56.88361,G,15985.0,0.05332,SLS,18.0I,2.882,8,0,16,6,3,0,0
3249,WISEA J201244.13-565115.4,303.18392,-56.85429,G,30819.0,0.1028,SLS,18.0I,1.495,5,0,16,4,1,0,0
3267,WISEA J201244.56-565630.8,303.18568,-56.9419,*,300.0,0.001,SLS,18.6r,6.297,2,0,12,2,1,0,0
3298,WISEA J201245.60-565537.8,303.18985,-56.92714,G,14807.0,0.04939,SLS,17.6I,5.464,8,0,16,6,3,0,0
3314,2MASS J20124595-5643016,303.19125,-56.71761,*,48.0,0.00016,SLS,18.5r,7.421,2,0,6,2,1,0,0
3333,WISEA J201246.34-565229.6,303.19321,-56.87482,G,17943.0,0.05985,SLS,18.7I,2.613,7,0,16,6,2,0,0
3341,WISEA J201246.64-565129.4,303.19433,-56.85819,G,17510.0,0.058407,UUN,16.1V,1.909,12,0,27,6,6,2,2
3347,[OCN2009] J201246.96-563904.5,303.19571,-56.65125,*,129.0,0.00043,SLS,18.4r,11.374,2,0,0,1,1,0,1
3363,WISEA J201247.49-565754.7,303.19789,-56.96522,G,15868.0,0.05293,SLS,18.1V,7.748,7,0,17,7,3,0,0
3384,WISEA J201248.05-570031.9,303.20021,-57.00887,G,39315.0,0.13114,SLS,18.5V,10.335,5,0,17,5,1,0,0
3424,WISEA J201249.52-565312.2,303.20621,-56.88649,G,17739.0,0.05917,SLS,18.6V,3.431,7,0,18,7,3,0,0
3437,WISEA J201249.71-570051.6,303.20724,-57.01444,G,17175.0,0.05729,SLS,19.0r,10.704,4,0,12,4,3,0,0
3442,WISEA J201249.84-564852.5,303.20767,-56.8145,IrS,16576.0,0.05529,SLS,,2.451,1,0,12,2,1,0,0
3444,WISEA J201249.90-564012.5,303.20795,-56.67016,*,93.0,0.00031,SLS,18.3r,10.321,2,0,12,2,1,0,0
3454,WINGS J201250.20-565548.6,303.20917,-56.93016,G,16198.0,0.05403,SLS,19.5V,5.827,5,0,0,3,1,0,0
3528,WISEA J201252.30-563717.9,303.21795,-56.62165,G,16668.0,0.0556,SLS,17.6V,13.243,5,0,18,5,1,0,0
3529,WISEA J201252.32-565211.2,303.21804,-56.86978,*,162.0,0.00054,SLS,18.3r,2.95,2,0,12,2,1,0,1
3538,WISEA J201252.56-565546.5,303.21903,-56.9296,G,16980.0,0.05664,SLS,17.0I,5.915,8,0,22,7,3,0,0
3567,WISEA J201253.44-564740.2,303.22268,-56.79451,*,147.0,0.00049,SLS,18.7r,3.626,2,0,12,2,1,0,0
3570,WISEA J201253.43-565831.6,303.22311,-56.97542,G,15931.0,0.05314,SLS,18.5V,8.548,7,0,12,6,3,0,0
3581,WISEA J201253.88-565000.3,303.22453,-56.83344,G,16986.0,0.05666,SLS,17.7V,2.536,4,0,17,5,1,0,0
3630,WISEA J201254.93-563548.3,303.22892,-56.59677,G,18371.0,0.06128,SLS,17.6V,14.776,5,0,18,5,1,0,0
3631,WISEA J201254.90-565310.6,303.22903,-56.88655,G,17482.0,0.058314,UUN,16.6V,3.901,13,0,44,8,4,2,0
3632,WISEA J201255.06-563946.9,303.2291,-56.66293,G,17316.0,0.05776,SLS,19.5V,10.896,6,0,12,6,2,0,0
3634,2MASS J20125496-5640114,303.22913,-56.66969,*,165.0,0.00055,SLS,17.9r,10.503,2,0,5,2,1,0,0
3637,WISEA J201255.10-564938.7,303.22958,-56.82743,G,17328.0,0.0578,SLS,17.2I,2.768,5,0,22,5,1,0,0
3643,WINGS J201255.21-565649.6,303.23004,-56.94715,G,16947.0,0.05653,SLS,19.2V,7.025,5,0,0,3,1,0,0
3659,WISEA J201255.47-570256.8,303.23167,-57.04917,*,132.0,0.00044,SLS,18.9r,12.905,2,0,12,2,1,0,0
3663,[OCN2009] J201255.81-565113.7,303.23258,-56.85383,*,45.0,0.00015,SLS,18.6r,2.917,1,0,0,1,1,0,0
3671,WISEA J201256.00-565209.8,303.23334,-56.86941,G,110839.0,0.36972,SLS,19.3V,3.344,4,0,12,4,1,0,0
3690,WINGS J201256.46-564827.9,303.23541,-56.80777,G,17982.0,0.05998,SLS,19.1I,3.429,5,0,4,3,2,0,0
3714,WISEA J201257.03-565748.3,303.23765,-56.96342,G,16363.0,0.05458,SLS,17.0V,8.023,7,0,36,8,2,0,0
3715,[OCN2009] J201257.15-564324.8,303.23813,-56.72358,*,378.0,0.00126,SLS,18.2r,7.533,2,0,0,1,1,0,0
3742,WISEA J201258.05-564459.5,303.24188,-56.74989,G,72208.0,0.24086,SLS,19.0V,6.173,6,0,18,6,2,0,0
3760,WISEA J201258.44-565627.6,303.24352,-56.94101,G,16009.0,0.0534,SLS,17.0I,6.876,6,0,21,5,1,0,0
3770,WISEA J201258.78-565911.3,303.24495,-56.98648,G,15941.0,0.053173,UUN,15.9V,9.402,16,0,49,9,6,3,0
3778,WISEA J201259.07-563733.4,303.24615,-56.62595,*,123.0,0.00041,SLS,17.6V,13.185,5,0,18,5,1,0,0
3790,WISEA J201259.35-564804.6,303.24731,-56.80129,G,14252.0,0.04754,SLS,16.7I,3.97,8,0,21,7,3,0,0
3833,[OCN2009] J201300.60-565700.6,303.2525,-56.95017,*,15.0,5e-05,SLS,18.0r,7.499,1,0,0,1,1,0,0
